class,image_auroc,image_ap,image_f1,pixel_auroc,pixel_ap,pixel_f1,aupro,fps_image,fps_pixel,latency_image_ms,latency_pixel_ms
MÉDIA,,,,,,,,125.420263,130.453214,7.978040,7.678052
