class,level,pixel_auroc,pixel_ap,pixel_f1
vari-grip,L1,0.9470168125437878,0.1760388484078738,0.3180688754192291
vari-grip,L2,0.9249611794698263,0.21077893312178525,0.3093042557311138
vari-grip,L3,0.8621911891345783,0.08691968006185932,0.1381235037331538
