pad,pad_mode,tta,level,pixel_auroc,pixel_ap,pixel_f1
0,reflect,none,L2,0.8490968487375976,0.06329819203532913,0.13750605220300188
0,reflect,none,L3,0.866801057051958,0.0828199562859103,0.15149808515431404
112,reflect,none,L2,0.9091800737312237,0.11086690474168652,0.21702766459360923
112,reflect,none,L3,0.8668268537068937,0.08058209082046133,0.15324545694742095
