pad,pad_mode,tta,level,pixel_auroc,pixel_ap,pixel_f1
0,reflect,none,L1,0.8584313097066611,0.0009144325289232511,0.003694672282568536
0,reflect,none,L2,0.7208776667909504,0.0003005876122972572,0.0006980997529452172
0,reflect,none,L3,0.9189625748747655,0.0020371034087474787,0.00747711744231017
0,reflect,flips,L1,0.8622413686057235,0.0009195227185750886,0.0037774135643487087
0,reflect,flips,L2,0.7333177757032946,0.00031526899980163737,0.0013143483023001095
0,reflect,flips,L3,0.9230139945146084,0.002450208383347919,0.013181242078580482
112,reflect,none,L1,0.8593758312699604,0.0009119096837309113,0.00375014649009727
112,reflect,none,L2,0.70825762295412,0.00027573946255853124,0.0006796966894331325
112,reflect,none,L3,0.9222410872301983,0.001941896110045322,0.005746977659271532
112,reflect,flips,L1,0.8632668821961923,0.0009283269109469168,0.00384409082782049
112,reflect,flips,L2,0.7119536460206866,0.0002794923698497697,0.0006775869789460586
112,reflect,flips,L3,0.9268759165066174,0.002226909459207686,0.00728862973760933
