class,n_images,n_anomaly,pixel_auroc,pixel_ap,pixel_f1,aupro,pixel_ap_trivial,fps,latency_ms,levels,score_norm,tta,sigma,reflect_pad,border_margin,feat_norm,head_epoch
polymer-insulator-upper-shackle,317.0,82.0,0.7986858389111381,0.018096796483317436,0.04423475181990589,0.4090111161777944,0.007993000285682096,6.498844630745806,153.87350472559925,012,raw,flips,8.0,112.0,0.0,OFF,
MEDIA,317.0,82.0,0.7986858389111381,0.018096796483317436,0.04423475181990589,0.4090111161777944,0.007993000285682096,6.498844630745806,153.87350472559925,,,,8.0,112.0,0.0,,
