Model Group,Class,Img AUROC,Img Accuracy,Img F1,Img Precision,Img Recall,Img PR-AUC,Img PG2,Pix AUROC,Pix Accuracy,Pix F1,Pix Precision,Pix Recall,Pix PR-AUC,Pix PG2,Latency (ms/img),Peak RAM (MB),Peak VRAM (MB)
CBAMDiffernet,glass-insulator,0.775016045276854,0.7876106194690266,0.41935483870967744,0.32298136645962733,0.5977011494252874,0.3634043234628744,0.10490693739424706,0.6187376005112235,0.6480405257020192,0.0111478123224851,0.006055768434823046,0.6328782168019365,0.003566379118761921,0.3805384967995366,15.911096102588296,2476.42578125,5830.7197265625
CBAMDiffernet,lightning-rod-suspension,0.9639539204756596,0.9263803680981595,0.8666666666666667,0.8863636363636364,0.8478260869565217,0.9332972863539267,0.5384615384615384,0.5973647224221811,0.5741823202616646,0.06684140596402474,0.03981158091174426,0.6234539399321897,0.03004980322205733,0.2444208841033093,20.831836101833296,2998.80859375,5755.591796875
CBAMDiffernet,polymer-insulator-upper-shackle,0.9322262584327972,0.8832807570977917,0.7730061349693251,0.7777777777777778,0.7682926829268293,0.7942519691381148,0.6638297872340426,0.4800834979127963,0.4008023667260349,0.06927453552435836,0.0405775891704988,0.7236491350669263,0.03209411029363937,0.10895560823856289,19.897441077119545,3031.8515625,5672.263671875
CBAMDiffernet,vari-grip,0.9587719298245614,0.922077922077922,0.8536585365853658,0.8333333333333334,0.875,0.9014976233069689,0.6491228070175439,0.6947629556674342,0.7599116111288264,0.16292228810950932,0.11166723484124472,0.46259153670335335,0.09361730005527351,0.21756271371755237,19.82555879497683,3050.6171875,5669.162109375
CBAMDiffernet,yoke-suspension,0.9474082345736825,0.9688747007182761,0.5714285714285714,0.5777777777777777,0.5652173913043478,0.5374673929664417,0.47887323943661975,0.6464499100701006,0.7103601121154984,0.09101606868645314,0.05861155536650118,0.4812989514300159,0.042138876520068314,0.26249787860749957,6.435086877818881,3055.484375,5813.013671875
Differnet,glass-insulator,0.34626679891864554,0.12831858407079647,0.22745098039215686,0.12831858407079647,1.0,0.09493662159268551,0.0016920473773265332,0.5,0.001336265338257396,0.002664058193529734,0.001336265338257396,1.0,0.001336265338257396,0.0,13.173177102058686,3130.62890625,5937.029296875
Differnet,lightning-rod-suspension,0.9708286882199926,0.9570552147239264,0.9230769230769231,0.9333333333333333,0.9130434782608695,0.9561205290852813,0.23076923076923073,0.6929272060858235,0.7273690811242975,0.09332138332311754,0.06033045323734396,0.5227941359427242,0.0465619636738768,0.34982391582850764,19.749198680275057,3113.77734375,5216.13427734375
Differnet,polymer-insulator-upper-shackle,0.9497664763881681,0.8832807570977917,0.7978142076502732,0.7227722772277227,0.8902439024390244,0.8440161318289132,0.7063829787234043,0.49404792898406147,0.381791561184306,0.06728389949952542,0.038990922456111306,0.7370986094703309,0.031218869080294538,0.11077211998602338,18.671846164137783,3114.5546875,5142.72802734375
Differnet,vari-grip,0.9730263157894736,0.935064935064935,0.8809523809523809,0.8409090909090909,0.925,0.9173721625447295,0.8508771929824561,0.686172441467104,0.7371268966571003,0.15362419973783098,0.0976431559798214,0.4871047137606304,0.0879615094095073,0.22078396242833304,18.665844695521642,3114.61328125,5139.51708984375
Differnet,yoke-suspension,0.9819891214293434,0.9720670391061452,0.6846846846846847,0.5846153846153846,0.8260869565217391,0.6943964924921271,0.8666114333057167,0.6999004079835324,0.7763326713158089,0.09007763316776124,0.055835928317102546,0.4525551991438882,0.0432824152673376,0.2925671858114372,5.841163536333029,3116.59375,5300.96240234375
SEDiffernet,glass-insulator,0.8352101445047357,0.8348082595870207,0.4954954954954955,0.4074074074074074,0.632183908045977,0.47919407743463444,0.13197969543147203,0.6662263509150523,0.6995560724289717,0.012196239664007635,0.007551605313831656,0.6020899359197843,0.00429940319437734,0.4338509585494987,12.603202708351226,3115.83984375,5658.14599609375
SEDiffernet,lightning-rod-suspension,0.9907097733184689,0.9631901840490797,0.9318181818181818,0.9761904761904762,0.8913043478260869,0.979458953450198,0.8888888888888888,0.6216728263727641,0.5705124844604962,0.0686844373055069,0.04133475090421377,0.6452688197423683,0.03202350190080059,0.2631481360922375,19.82142515709064,3115.91015625,5456.81787109375
SEDiffernet,polymer-insulator-upper-shackle,0.9679813181110535,0.9242902208201893,0.8588235294117647,0.8295454545454546,0.8902439024390244,0.9083410640263745,0.774468085106383,0.48129590463590394,0.36707983021714785,0.06882420858188583,0.0393149102236956,0.7593832556302693,0.032465311674064225,0.11000421214011999,18.807858933785738,3116.0859375,5393.10693359375
SEDiffernet,vari-grip,0.9769736842105263,0.9415584415584416,0.8941176470588236,0.8444444444444444,0.95,0.9400572645290458,0.7192982456140351,0.702889754934463,0.7782936563297194,0.16762021725896684,0.11113597807567399,0.4570750227304252,0.09756734163257944,0.20293839653347306,18.723069581312018,3116.13671875,5388.81787109375
SEDiffernet,yoke-suspension,0.9840063398292569,0.965682362330407,0.6614173228346457,0.5185185185185185,0.9130434782608695,0.6744548511691757,0.8898094449047225,0.6828145141504155,0.7280678172253957,0.09888550385891642,0.06475252794914307,0.501751483388628,0.051808902730311863,0.3317947976123745,5.867434328114235,3094.265625,5559.45849609375
