Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
50	-1.250998	935.196252	0.935897	0.662434
51	-1.248306	672.603094	0.958566	0.627348
52	-1.255184	288.439721	0.924378	0.644718
53	-1.248922	3.252164	0.942586	0.627465
54	-1.253905	378076.494851	0.962467	0.637803
55	-1.247208	7.097627	0.958194	0.669024
56	-1.250995	88918.718739	0.956522	0.667443
57	-1.253926	32413.869479	0.950576	0.663724
58	-1.247387	736465.833937	0.961353	0.668167
59	-1.230504	330894.273465	0.948718	0.642878
60	-1.250857	798.139773	0.966184	0.632921
61	-1.259493	139061.230348	0.944259	0.648143
62	-1.251065	76425.030922	0.958194	0.666817
63	-1.252291	303.562874	0.957265	0.660876
64	-1.254396	14.519497	0.955035	0.679330
65	-1.258945	2693.370497	0.957451	0.641185
66	-1.260919	17830.234440	0.952806	0.643443
67	-1.263656	1869.122256	0.940914	0.623494
68	-1.255511	-0.220673	0.963025	0.637461
69	-1.265362	-0.522782	0.920847	0.666664
70	-1.267717	1229.037360	0.944444	0.617416
71	-1.266190	29.753886	0.962282	0.638599
72	-1.269801	-0.400569	0.935154	0.633890
73	-1.266291	0.171716	0.929394	0.674977
74	-1.271329	-0.546910	0.940728	0.666995
75	-1.271174	-0.702506	0.960052	0.643805
76	-1.272867	-0.619470	0.963211	0.685911
77	-1.282932	-0.540182	0.913973	0.640586
78	-1.276768	1589.466767	0.946860	0.656571
79	-1.274994	-0.696308	0.913043	0.633909
80	-1.275807	-0.570154	0.948718	0.626548
81	-1.280177	-0.515281	0.953735	0.651278
82	-1.279537	-0.586851	0.942215	0.661818
83	-1.279717	-0.285836	0.945745	0.657743
84	-1.281654	-0.111790	0.943701	0.659078
85	-1.291808	-0.325190	0.945373	0.641807
86	-1.283074	-0.574387	0.966741	0.625361
87	-1.276545	-0.488449	0.954849	0.638004
88	-1.288707	-0.597750	0.959309	0.654578
89	-1.290687	-0.577593	0.960609	0.624086
90	-1.293199	-0.627597	0.965626	0.663388
91	-1.298158	-0.603517	0.959123	0.642574
92	-1.287038	-0.674244	0.955593	0.678464
93	-1.299999	-0.698586	0.965626	0.686944
94	-1.286960	-0.613074	0.969156	0.671708
95	-1.299647	-0.729312	0.953735	0.634653
96	-1.293148	-0.647509	0.956336	0.628583
97	-1.303844	-0.550458	0.953735	0.637615
98	-1.303168	-0.645313	0.957637	0.634800
99	-1.302877	-0.718413	0.946302	0.662869
100	-1.297829	-0.701497	0.930137	0.655036
101	-1.298468	-0.687108	0.952062	0.675706
102	-1.300136	-0.765317	0.947789	0.676853
103	-1.306298	-0.496593	0.958008	0.631355
104	-1.306047	13.207949	0.945373	0.650688
105	-1.308115	-0.724636	0.969528	0.645383
106	-1.310523	-0.704418	0.953549	0.658682
107	-1.304409	-0.554006	0.960424	0.658092
108	-1.305057	-0.665076	0.925678	0.646836
109	-1.309430	-0.704966	0.955964	0.641226
110	-1.305734	-0.721771	0.920104	0.691756
111	-1.307736	-0.654418	0.897993	0.635628
112	-1.300873	-0.647370	0.963768	0.613107
113	-1.307767	-0.296953	0.966369	0.617318
114	-1.315079	-0.619223	0.934597	0.663186
115	-1.312252	-0.576776	0.956708	0.652008
116	-1.314482	-0.662525	0.948532	0.646788
117	-1.314221	-0.677373	0.957637	0.597011
118	-1.312785	-0.658402	0.934411	0.648129
119	-1.313696	-0.634869	0.952248	0.630422
120	-1.311421	-0.482176	0.943144	0.659392
121	-1.313069	-0.404830	0.946302	0.632926
122	-1.315888	-0.606438	0.934783	0.691581
123	-1.319288	-0.672627	0.927908	0.672112
124	-1.325747	-0.617311	0.933854	0.643448
125	-1.315398	183.833538	0.955407	0.653735
126	-1.319289	-0.591798	0.955407	0.649227
127	-1.323685	-0.667409	0.964697	0.657205
128	-1.318234	-0.494336	0.957637	0.650085
129	-1.325608	-0.479639	0.957451	0.632089
130	-1.321375	-0.723602	0.956150	0.649619
131	-1.328845	-0.662364	0.961538	0.616239
132	-1.319553	-0.732388	0.967113	0.626603
133	-1.325838	-0.675425	0.961724	0.654308
134	-1.329177	-0.463449	0.931996	0.643438
135	-1.328144	-0.613130	0.946117	0.658572
136	-1.328793	-0.449968	0.966741	0.627397
137	-1.336438	-0.676627	0.945002	0.633158
138	-1.328251	-0.597402	0.951877	0.660971
139	-1.327528	-0.701616	0.909327	0.674017
140	-1.326072	-0.690412	0.907098	0.627971
141	-1.331526	0.679592	0.932739	0.648267
142	-1.338713	0.589221	0.948161	0.672811
143	-1.332542	-0.591523	0.960981	0.654795
144	-1.333106	-0.485365	0.951691	0.634991
145	-1.335774	-0.721047	0.937941	0.652824
146	-1.335718	-0.728889	0.940543	0.667020
147	-1.331336	-0.708391	0.944073	0.647780
148	-1.335710	-0.490574	0.951505	0.644243
149	-1.331570	-0.687243	0.958008	0.645009
150	-1.342290	-0.493795	0.954292	0.654236
151	-1.336870	-0.599481	0.943144	0.658175
152	-1.329983	-0.645058	0.951691	0.643367
153	-1.337838	-0.688925	0.948904	0.658978
154	-1.339228	-0.474120	0.952806	0.682898
155	-1.337970	-0.625526	0.933482	0.674882
156	-1.335848	-0.522302	0.945745	0.649148
157	-1.338450	-0.270630	0.914530	0.655150
158	-1.347029	-0.554654	0.957079	0.657574
159	-1.337203	15359.977625	0.950762	0.674756
160	-1.347118	-0.249946	0.954292	0.665083
161	-1.339536	-0.577346	0.939242	0.635928
162	-1.344520	-0.591175	0.957822	0.636136
163	-1.347315	-0.732063	0.943701	0.654634
164	-1.345141	-0.760136	0.959680	0.656650
165	-1.346316	-0.754572	0.955221	0.662719
166	-1.341403	-0.738574	0.965812	0.685871
167	-1.348395	-0.744765	0.943144	0.628441
168	-1.347434	-0.727791	0.947046	0.639301
169	-1.352248	-0.655562	0.951877	0.677772
170	-1.354274	-0.601993	0.947975	0.657534
