class_name,image_accuracy,image_threshold,image_auroc,image_ap,image_f1,pixel_auroc,aupro,iou,dice,pixel_ap,f1,ap
lightning-rod-suspension,94.47852760736197,1910.3995361328125,0.9672984020810108,0.9502848325826321,0.8941176420927336,0.7762464542869818,0.4857756140432737,0.03825615471122261,0.07231814522383914,0.05903571405481039,0.11122282226007116,0.05903571405481039
