Method,image_auc,pixel_auc,iou,dice,road_most,road_least,road_delta,sanity,time
GradCAM,,0.6419553218600761,0.028422684632260525,0.05442541417152514,1.1112045049667358,1.337669849395752,-0.2264653444290161,0.1370369746239353,6.207275719642639
GradCAM++,,0.8369539169232525,0.041793388873559364,0.07866882681693546,412.462646484375,0.6753316521644592,411.78731483221054,0.6177045039529122,6.447211952209472
XGradCAM,,0.641955332585252,0.028422682957747775,0.05442541086939584,1.1101853847503662,1.3384196758270264,-0.22823429107666016,0.12744867362329051,6.291612231731415
InputGradient,,0.7908833837043447,0.0498171282234977,0.09230149321480478,2.456646680831909,1.8385519981384277,0.6180946826934814,0.6695362315966507,6.494450678825379
SEAttention,,0.7258751188004379,0.03681298265161278,0.06971400186127076,4.454902172088623,0.5343256592750549,3.920576512813568,0.2864965692292761,6.624612920284271
CFLOW,0.5,0.8218725395038744,0.03825615471122261,0.07231814522383914,4.390133857727051,1.1296528577804565,3.2604809999465942,0.42617759685623996,0.07257596254348755
