pad,pad_mode,tta,level,pixel_auroc,pixel_ap,pixel_f1
0,reflect,none,L1,0.8353673801610958,0.017223187904231,0.04021621159223477
0,reflect,none,L2,0.6755016068431521,0.00834089616045012,0.020500805388783128
0,reflect,none,L3,0.7803119188485634,0.018854764206811113,0.05605759643241292
0,reflect,flips,L1,0.8394009971168535,0.01757277608168337,0.040726689792061004
0,reflect,flips,L2,0.6877022756719562,0.008530143006824246,0.02022601634900687
0,reflect,flips,L3,0.7863633851182692,0.02549743604937783,0.07636022514071295
112,reflect,none,L1,0.8389113453449762,0.017780868129013777,0.041716328963051254
112,reflect,none,L2,0.7199681539825518,0.010311124580414536,0.02543001143632153
112,reflect,none,L3,0.7816251748791322,0.0200795965229463,0.06260336290748235
112,reflect,flips,L1,0.8432367641568188,0.018116897907860398,0.041995713701977196
112,reflect,flips,L2,0.7322028229343907,0.010546920995114065,0.025638125400595714
112,reflect,flips,L3,0.7867975301687709,0.025807521880653477,0.0788570492633209
