class,n_images,n_anomaly,image_auroc,image_ap,image_f1,precision,recall,specificity,balanced_acc,fps,latency_ms,image_threshold,threshold_source,threshold,tp,tn,fp,fn
vari-grip,12.0,6.0,0.8333333333333334,0.7345238095238095,0.9230769181065088,0.8571428571428571,1.0,0.8333333333333334,0.9166666666666667,96.40583038021047,10.372816623809436,1.728754997253418,best_f1,1.728754997253418,6.0,5.0,1.0,0.0
MEDIA,12.0,6.0,0.8333333333333334,0.7345238095238095,0.9230769181065088,0.8571428571428571,1.0,0.8333333333333334,0.9166666666666667,96.40583038021047,10.372816623809436,1.728754997253418,,1.728754997253418,6.0,5.0,1.0,0.0
