Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
1	-3.433194	-3.253975	0.861645	0.647539
2	-3.442326	-3.057102	0.895833	0.630694
3	-3.450797	-1.499938	0.868323	0.649822
4	-3.446541	4.138002	0.897703	0.656157
5	-3.458390	37.012904	0.844017	0.685868
6	-3.462205	-1.442546	0.937500	0.632497
7	-3.474921	-3.024690	0.940972	0.639198
8	-3.466431	-0.532220	0.923077	0.657856
9	-3.481070	119.015958	0.926816	0.630436
10	-3.480622	-2.337064	0.902511	0.648780
11	-3.488324	-2.877220	0.929487	0.698759
12	-3.492349	11.783721	0.852564	0.661277
13	-3.484752	-3.262078	0.927350	0.587971
14	-3.499091	-2.229551	0.922810	0.674333
15	-3.504424	-3.122787	0.889156	0.645450
16	-3.503066	2.470126	0.898504	0.645536
17	-3.502044	-3.121934	0.959936	0.685601
18	-3.513151	7.701879	0.898504	0.678504
19	-3.516193	-2.906556	0.880075	0.635876
20	-3.523838	-3.073998	0.920139	0.629158
21	-3.522732	-2.547142	0.924679	0.652826
22	-3.527357	-3.086256	0.888088	0.691617
23	-3.522707	-3.174385	0.860043	0.633762
24	-3.524422	-3.122177	0.918002	0.673293
25	-3.530802	-3.181404	0.924679	0.663795
26	-3.537296	-2.976198	0.871528	0.673792
27	-3.538757	-3.118284	0.880075	0.605360
28	-3.537009	-3.225036	0.926549	0.645269
29	-3.538294	-2.614319	0.924145	0.667219
30	-3.539177	-3.283387	0.894765	0.665427
31	-3.516127	-3.205292	0.837073	0.650004
32	-3.552043	-0.777525	0.903579	0.635374
33	-3.558406	-0.861536	0.919872	0.641864
34	-3.551956	-3.254159	0.914263	0.643871
35	-3.564671	-2.525788	0.899306	0.683004
36	-3.568235	-1.559394	0.870192	0.658162
37	-3.565315	-0.866176	0.932959	0.656869
38	-3.558222	-2.577556	0.951122	0.646130
39	-3.569334	-3.040215	0.929220	0.640106
40	-3.570645	-2.256750	0.897436	0.656848
41	-3.566426	-3.320607	0.950053	0.637170
42	-3.572673	-3.200545	0.934829	0.644772
43	-3.575300	-2.934810	0.939637	0.641220
44	-3.585120	4.107766	0.917201	0.676522
45	-3.578425	-1.826281	0.944979	0.656499
46	-3.585086	-0.204249	0.957799	0.660757
47	-3.586642	-2.641905	0.942575	0.643371
48	-3.587469	-3.295412	0.924145	0.687108
49	-3.586643	-3.181005	0.954327	0.664047
50	-3.587997	-3.301086	0.921474	0.660047
51	-3.524315	-3.300175	0.916667	0.690791
52	-3.591666	-3.314138	0.929220	0.644139
53	-3.577283	-3.022156	0.926282	0.682787
54	-3.594741	-3.294377	0.937767	0.676118
55	-3.598390	-3.306449	0.899573	0.669540
56	-3.593237	-3.317228	0.951122	0.653226
57	-3.605249	-3.303481	0.928686	0.691127
58	-3.607057	-3.316534	0.956464	0.654206
59	-3.606012	-3.305914	0.938034	0.631544
60	-3.608858	-3.261543	0.919071	0.648312
61	-3.604068	-3.293007	0.928152	0.670631
62	-3.614765	-3.306880	0.965545	0.615000
63	-3.613439	-3.182915	0.958066	0.696971
64	-3.617285	-3.325549	0.953526	0.666755
65	-3.616261	-3.318521	0.927618	0.691210
66	-3.614025	-3.311038	0.915064	0.653523
67	-3.620044	-3.306856	0.946314	0.672563
68	-3.618543	-3.297244	0.924412	0.653546
69	-3.626567	-3.313418	0.927350	0.654044
70	-2.980017	-3.311225	0.950855	0.655914
71	-3.625203	-3.321303	0.922810	0.668917
72	-3.633688	-3.300101	0.935096	0.620319
73	-3.629606	-3.311001	0.945513	0.648842
74	-3.634412	-3.325881	0.944979	0.639698
75	-3.630506	-3.302036	0.924412	0.606001
76	-3.630838	-3.316931	0.959669	0.713983
77	-3.617273	-3.288314	0.924145	0.673817
78	-3.591196	-3.278789	0.928953	0.681426
79	-3.637442	-2.814255	0.935630	0.675682
80	-3.634566	-3.282916	0.935096	0.676765
81	-3.628349	-3.303508	0.955128	0.629852
82	-3.633748	-3.317407	0.930288	0.620066
83	-3.634570	-3.269898	0.947650	0.648582
