Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
84	-3.638449	-3.318491	0.947115	0.660281
85	-3.633436	-3.317612	0.973024	0.636230
86	-3.629918	-3.171782	0.915064	0.655542
87	-3.637500	-3.300902	0.963942	0.639727
88	-3.642787	-3.174833	0.945513	0.686811
89	-3.641003	-3.249146	0.958333	0.656336
90	-3.647589	-3.265905	0.967682	0.626554
91	-3.643986	-2.926120	0.931090	0.644867
92	-3.643453	-3.300430	0.932692	0.653523
93	-3.642080	-3.310190	0.918803	0.683786
94	-3.644696	-3.326563	0.926816	0.659562
95	-3.649421	-1.985754	0.922276	0.654126
96	-3.648052	-3.262300	0.943376	0.658078
97	-3.648349	-3.325443	0.930556	0.658478
98	-3.653429	-3.283879	0.922009	0.680016
99	-3.648759	-3.037938	0.927885	0.628554
100	-3.656890	-2.621959	0.943376	0.680062
101	-3.652484	-3.293422	0.958066	0.658866
102	-3.655981	-3.304535	0.936432	0.611687
103	-3.656854	-3.299634	0.914530	0.630529
104	-3.658654	-3.128100	0.939904	0.620239
105	-3.655072	-3.034858	0.949252	0.606904
106	-3.659079	-3.308135	0.943376	0.649867
107	-3.648989	-3.301915	0.937500	0.655346
108	-3.660713	-3.228271	0.929754	0.651876
109	-3.661701	-3.318834	0.936966	0.670884
110	-3.660166	1.863727	0.922543	0.674709
111	-3.662772	-3.291880	0.935630	0.635919
112	-3.661195	-3.245553	0.940438	0.598231
113	-3.662711	-3.249481	0.932425	0.663991
114	-3.668301	-3.249359	0.924947	0.664062
115	-3.659144	-3.238667	0.939637	0.640890
116	-3.663597	-3.286254	0.960470	0.650160
117	-3.670509	-3.306989	0.942842	0.672267
118	-3.667375	-3.305049	0.928953	0.652877
119	-3.664426	-3.315733	0.930823	0.648460
120	-3.673665	-3.300608	0.944979	0.683696
121	-3.672451	-3.305091	0.935363	0.685969
122	-3.671086	-3.292228	0.943643	0.671708
123	-3.666949	-3.298236	0.945780	0.680237
124	-3.670655	-3.307799	0.939103	0.657058
125	-3.675457	-3.316490	0.946047	0.669279
126	-3.677501	-3.189799	0.928419	0.666007
127	-3.670782	-3.291979	0.945246	0.656942
128	-3.672120	-3.035778	0.949519	0.656834
129	-3.679815	-3.285340	0.928419	0.677737
130	-3.679175	-3.295452	0.956731	0.656624
131	-3.671960	-3.267986	0.936165	0.674902
132	-3.677819	-3.294159	0.941239	0.649600
133	-3.676919	-3.114931	0.950855	0.658029
134	-3.675530	-3.303300	0.955929	0.658168
135	-3.680034	-3.287978	0.954594	0.645482
136	-3.678391	-3.136176	0.935363	0.604371
137	-3.676726	-3.133954	0.927350	0.665435
138	-3.677263	-3.285257	0.967949	0.678550
139	-3.681102	-3.301479	0.946314	0.688484
140	-3.681278	-3.306938	0.940972	0.653025
141	-3.683993	-3.309764	0.941774	0.649764
142	-3.685439	-3.291392	0.937500	0.650529
143	-3.683438	-3.308941	0.947382	0.659141
144	-3.680280	-3.288484	0.929487	0.627457
145	-3.684328	-3.289275	0.931624	0.662350
146	-3.683687	-3.287856	0.950855	0.677542
147	-3.689366	-3.294190	0.950053	0.624816
148	-3.686394	-3.282391	0.925481	0.635870
149	-3.688278	-3.293411	0.923344	0.659161
150	-3.689972	-3.294151	0.940972	0.648405
151	-3.687622	-3.292413	0.945780	0.639574
152	-3.680022	-3.262223	0.915598	0.672815
153	-3.688312	-3.288702	0.919338	0.641109
154	-3.692779	-3.308516	0.940171	0.645346
155	-3.691410	-3.303804	0.940705	0.627400
156	-3.684888	-3.293215	0.949519	0.681680
157	-3.688781	-3.306329	0.949786	0.671477
158	-3.690462	-3.313739	0.941774	0.643266
159	-3.688210	-3.284204	0.945246	0.633474
160	-3.692094	-3.306895	0.933226	0.613542
161	-3.698934	-3.302849	0.928419	0.622245
162	-3.691923	-3.284282	0.931891	0.690141
163	-3.687254	-3.304012	0.932425	0.687431
164	-3.692481	-3.287527	0.929487	0.622226
165	-3.692634	-3.280493	0.937767	0.656363
166	-3.695439	-3.298057	0.934028	0.675329
167	-3.694823	-3.290763	0.955662	0.690954
168	-3.692991	-3.300082	0.932959	0.641228
169	-3.697603	-3.293867	0.945246	0.629429
170	-3.698538	-3.272324	0.937233	0.683470
