class,image_auroc,image_ap,image_f1,pixel_auroc,pixel_ap,pixel_f1,aupro,fps_image,fps_pixel,latency_image_ms,latency_pixel_ms,image_threshold
vari-grip,0.918640,0.753687,0.750000,0.876500,0.063087,0.116632,0.645127,121.337011,133.951062,8.241508,7.465413,1.728755
MÉDIA,0.918640,0.753687,0.750000,0.876500,0.063087,0.116632,0.645127,121.337011,133.951062,8.241508,7.465413,1.728755
