Method,image_auc,pixel_auc,iou,dice,road_most,road_least,road_delta,time
GradCAM,,0.5319558376529656,0.01515535206317747,0.02953244215109129,0.323647677898407,0.4307059645652771,-0.10705828666687012,6.230142998695373
GradCAM++,,0.8252123342877498,0.023818583719413432,0.046307678281744126,1.293247103691101,0.23393964767456055,1.0593074560165405,6.373199367523194
XGradCAM,,0.5319558769215177,0.01515535206317747,0.02953244215109129,0.32302749156951904,0.4233395457267761,-0.10031205415725708,6.143482327461243
InputGradient,,0.9357687194242501,0.05282871303864819,0.09757894674562488,0.5340152978897095,0.2490178793668747,0.2849974185228348,6.240338540077209
SEAttention,,0.7767366254450343,0.020232228584227366,0.039392294605731536,0.9183088541030884,0.18928951025009155,0.7290193438529968,6.619541954994202
CFLOW,0.5,0.910593155811657,0.04048244538668146,0.07477158465465834,1.2512553930282593,0.26923054456710815,0.9820248484611511,0.06289560794830322
