Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
1	-3.284617	4903.968774	0.848246	0.730245
2	-3.288214	28837.390836	0.919737	0.726620
3	-3.291881	26508.525486	0.898465	0.714535
4	-3.303919	73269.581550	0.860965	0.721263
5	-3.306649	28432.239929	0.876316	0.706773
6	-3.310961	96224.344781	0.812719	0.726758
7	-3.313092	2314.615871	0.853728	0.724098
8	-3.318421	71931.886465	0.882895	0.719219
9	-3.320775	-3.090591	0.843640	0.729017
10	-3.327171	14426.712999	0.859211	0.707795
11	-3.327103	-3.070619	0.841228	0.725404
12	-3.327155	105.225818	0.911842	0.716310
13	-3.336346	2949.193471	0.880921	0.707177
14	-3.338348	566.293472	0.891009	0.718767
15	-3.335838	15367.646088	0.901754	0.719912
16	-3.346552	109.595497	0.875000	0.730295
17	-3.349370	12360.646064	0.841447	0.711604
18	-3.351246	39419.996290	0.838816	0.711524
19	-3.360432	2274.852280	0.813596	0.733167
20	-3.359075	-3.099784	0.835746	0.715498
21	-3.360922	17.713750	0.924123	0.730079
22	-3.369192	7834.762812	0.880482	0.721030
23	-3.374695	-1.088819	0.916228	0.701668
24	-3.373682	-3.054689	0.882018	0.741467
25	-3.378522	-0.755668	0.922149	0.725381
26	-3.380798	94.592063	0.905921	0.741504
27	-3.379877	45253.206143	0.878509	0.724954
28	-3.383011	14592.250447	0.934211	0.718043
29	-3.386887	6020.335575	0.910307	0.714337
30	-3.387555	82.026829	0.887719	0.726561
31	-3.386736	-2.869328	0.883553	0.728916
32	-3.390789	7358.905741	0.907018	0.725652
33	-3.393418	110.157919	0.899781	0.731372
34	-3.395822	476.156388	0.905921	0.727653
35	-3.397701	394.572250	0.868421	0.720720
36	-3.398487	254.453594	0.880044	0.711354
37	-3.401151	695.360901	0.896491	0.723334
38	-3.403590	1808.076292	0.903728	0.721414
39	-3.403116	-2.595955	0.839474	0.720100
40	-3.413667	674.226942	0.872588	0.717842
41	-3.413079	6.640342	0.887500	0.721023
42	-3.415343	2611.543613	0.873026	0.731712
43	-3.414578	141.407058	0.868860	0.722530
44	-3.416274	1645.177498	0.935307	0.720731
45	-3.424633	2372.578597	0.910307	0.735368
46	-3.423173	204.589416	0.889693	0.722021
47	-3.421926	8.714022	0.920395	0.719971
48	-3.420373	-3.081616	0.909649	0.723379
49	-3.420846	-3.103006	0.916447	0.706304
50	-3.434676	-3.082526	0.909211	0.710139
51	-3.426287	14752.229083	0.883333	0.713571
52	-3.426097	51.366237	0.928070	0.722952
53	-3.439198	-3.014635	0.917105	0.720162
54	-3.431715	2096.349534	0.933772	0.727182
55	-3.430198	18.497194	0.915789	0.730972
56	-3.432277	148.015491	0.892544	0.713478
57	-3.437889	-3.156583	0.901754	0.720915
58	-3.432707	-2.840409	0.916009	0.715491
59	-3.439335	582.704622	0.917325	0.711891
60	-3.443342	1946.400174	0.948904	0.722018
61	-3.433383	-3.098205	0.919518	0.724549
62	-3.437381	-3.093528	0.928947	0.727416
63	-3.444250	0.662009	0.916886	0.724131
64	-3.448616	-3.147522	0.920833	0.725019
65	-3.441978	-3.134437	0.907675	0.697416
66	-3.441398	-2.898681	0.918421	0.720631
67	-3.445677	-3.156452	0.921711	0.719239
68	-3.450509	-3.132718	0.911184	0.712899
69	-3.449029	-3.174844	0.916667	0.709826
70	-3.450224	-2.450182	0.932895	0.717954
71	-3.453760	-3.153719	0.939693	0.719025
72	-3.451298	-1.373610	0.932018	0.711484
73	-3.453439	-3.003081	0.914912	0.708218
74	-3.455390	-3.154142	0.912500	0.712284
75	-3.456085	-3.099036	0.924561	0.714459
76	-3.456179	-3.129999	0.868202	0.722617
77	-3.463620	-3.152639	0.910965	0.701643
78	-3.465570	-3.094795	0.885746	0.710057
79	-3.464745	-0.509940	0.916886	0.727453
80	-3.464462	-1.364140	0.916009	0.716296
81	-3.473511	-3.050135	0.894079	0.713167
82	-3.465372	-3.152652	0.910746	0.719287
83	-3.468156	-1.824798	0.905263	0.717992
84	-3.466428	-3.045032	0.923026	0.724098
85	-3.474086	-3.073031	0.925658	0.709158
86	-3.466229	4.304263	0.933772	0.719842
87	-3.466090	-3.094725	0.932237	0.720384
88	-3.473217	-3.148669	0.921053	0.716656
89	-3.473280	197.429343	0.928728	0.711139
90	-3.468950	-3.133205	0.927851	0.708601
91	-3.476223	-3.160065	0.937281	0.731632
92	-3.474265	-0.620188	0.921491	0.718501
93	-3.475934	-1.966560	0.907895	0.714529
94	-3.473742	-3.144091	0.940351	0.723023
95	-3.470565	-3.113302	0.923904	0.710786
96	-3.480681	-3.097517	0.931140	0.709605
97	-3.474880	-3.151572	0.918860	0.716852
98	-3.479412	-3.141240	0.916228	0.714996
99	-3.478991	-3.162568	0.907675	0.727345
100	-3.479991	-3.037997	0.924781	0.712486
101	-3.482989	-3.147471	0.914693	0.723340
