Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
102	-3.488446	-3.145354	0.910526	0.718931
103	-3.488940	-3.131446	0.922368	0.712791
104	-3.479278	-3.128771	0.912500	0.730289
105	-3.482399	-3.151902	0.920833	0.715859
106	-3.487524	-3.085983	0.924561	0.722696
107	-3.482055	-3.139009	0.936623	0.722400
108	-3.485447	-3.109995	0.929167	0.723061
109	-3.487137	-3.158344	0.912719	0.714184
110	-3.485363	-3.142797	0.909868	0.714937
111	-3.484687	-3.142043	0.916447	0.714239
112	-3.490268	-3.070436	0.944737	0.708933
113	-3.486098	-3.112300	0.916009	0.711251
114	-3.485209	7.977246	0.924123	0.719279
115	-3.485444	-3.133274	0.898246	0.712602
116	-3.490159	13496.072369	0.924781	0.713428
117	-3.492409	-3.162751	0.929167	0.717990
118	-3.498859	-3.134524	0.918421	0.713414
119	-3.489409	-3.137221	0.918421	0.712837
120	-3.496349	-3.121414	0.923246	0.699267
121	-3.494200	-3.127686	0.910965	0.704343
122	-3.492403	-3.153150	0.924781	0.724727
123	-3.494199	-3.140948	0.928947	0.703385
124	-3.496312	-3.143421	0.919298	0.712762
125	-3.498668	-3.138449	0.910965	0.719519
126	-3.501659	-3.148803	0.912719	0.717531
127	-3.495357	-3.117657	0.919518	0.717526
128	-3.494531	-3.133982	0.942325	0.729644
129	-3.502258	-3.139703	0.916667	0.728545
130	-3.500156	-3.133682	0.936404	0.717040
131	-3.499353	-3.131300	0.923904	0.711003
132	-3.498055	-3.135282	0.933333	0.720710
133	-3.501418	-3.069821	0.939035	0.705825
134	-3.510171	-3.145804	0.936404	0.723758
135	-3.505727	-3.151855	0.939254	0.726032
136	-3.504541	-3.155007	0.924342	0.715609
137	-3.506558	-3.138962	0.918421	0.708835
138	-3.497700	-3.142543	0.943640	0.711337
139	-3.500214	-3.121482	0.943640	0.724544
140	-3.504947	-3.145729	0.933553	0.716932
141	-3.507281	-3.121926	0.923465	0.700186
142	-3.504946	-2.265817	0.920833	0.714189
143	-3.508191	-3.114065	0.916228	0.713215
144	-3.502652	-3.138825	0.932895	0.712085
145	-3.503534	-3.131896	0.929167	0.718855
146	-3.509922	-3.137894	0.933991	0.719539
147	-3.507874	-3.131284	0.926316	0.719857
148	-3.505452	-3.146726	0.917544	0.709930
149	-3.508241	-3.135321	0.924781	0.724806
150	-3.512582	-3.129769	0.941009	0.714555
151	-3.503187	-3.143426	0.924781	0.718695
152	-3.511557	-3.131679	0.928289	0.716892
153	-3.505612	-3.134076	0.934430	0.721458
154	-3.509746	-3.139300	0.947368	0.729562
155	-3.506880	-3.145917	0.942325	0.721659
156	-3.509761	-3.127050	0.937500	0.718157
157	-3.518988	-3.140396	0.941886	0.726249
158	-3.514691	-3.142328	0.939254	0.701980
159	-3.512552	-3.154587	0.918860	0.727781
160	-3.518301	-3.148887	0.951535	0.727694
161	-3.505868	-3.146743	0.919956	0.708610
162	-3.515278	-3.150778	0.925439	0.721574
163	-3.512559	-3.141137	0.929167	0.700524
164	-3.520944	-3.121505	0.927412	0.736468
165	-3.515463	-3.106709	0.946272	0.707955
166	-3.521123	-3.099961	0.933772	0.715726
167	-3.516451	-3.132844	0.939035	0.726686
168	-3.520902	-3.105635	0.915351	0.723553
169	-3.516784	-3.128803	0.918421	0.732308
170	-3.517160	-3.131572	0.926316	0.724446
