Method,image_auc,pixel_auc,iou,dice,road_most,road_least,road_delta,sanity,time
GradCAM,,0.4517486870410247,0.040809213636666807,0.07490112773281746,0.5794478058815002,0.700897216796875,-0.12144941091537476,0.030850871422542,6.591479456424713
GradCAM++,,0.8254599804461994,0.07144971189028185,0.12787661574178183,0.7608019113540649,0.40930435061454773,0.3514975607395172,0.714553552515046,6.5986946988105775
XGradCAM,,0.45174869288847314,0.040809213636666807,0.07490112773281746,0.5777091383934021,0.6974107623100281,-0.11970162391662598,0.017858135961019702,6.637482409477234
InputGradient,,0.7960504966303027,0.07101230691642564,0.12644333282181114,0.6916207671165466,0.2959305942058563,0.3956901729106903,0.6700319036355874,6.38234495639801
SEAttention,,0.8867793135810816,0.07582701344089134,0.13419551504674307,0.7345899343490601,0.40284863114356995,0.3317413032054901,0.0030240077590084993,6.67783133983612
CFLOW,0.5,0.8583951955719789,0.07437063572630201,0.1321160367288094,0.7660759687423706,0.37564554810523987,0.39043042063713074,0.11424537253434587,0.07351725101470948
