pad,pad_mode,tta,level,pixel_auroc,pixel_ap,pixel_f1
0,reflect,none,L1,0.888517509630741,0.06453761580294884,0.11701934094250827
0,reflect,none,L2,0.7859794712322492,0.027801261353308813,0.05703898210828689
0,reflect,none,L3,0.7617539537398749,0.026357555540768747,0.05024644867704236
0,reflect,flips,L1,0.8896698204426693,0.06458150239687752,0.1169130876264689
0,reflect,flips,L2,0.7897072781456319,0.027937632565765234,0.057738899773207966
0,reflect,flips,L3,0.780418657885048,0.029333255995055877,0.05901819207946973
112,reflect,none,L1,0.891661463238325,0.06678989965274144,0.11946398272809888
112,reflect,none,L2,0.8125544096047302,0.03191702907147047,0.06504865709998293
112,reflect,none,L3,0.7682587019289667,0.027028894379786624,0.0525387557739279
112,reflect,flips,L1,0.8927560760240083,0.06678491903380958,0.11946102352753614
112,reflect,flips,L2,0.8169813829601507,0.032346379984168,0.06615044094919813
112,reflect,flips,L3,0.7865338219653948,0.030965629215676437,0.061362380049074
