Method,image_auc,pixel_auc,iou,dice,road_most,road_least,road_delta,sanity,time
GradCAM,,0.5487837667255826,0.02964474622297042,0.05665058247845249,0.38549160957336426,0.4296642541885376,-0.04417264461517334,0.22250336976930532,6.11353723526001
GradCAM++,,0.7852069325538333,0.03499107633836701,0.0670725641642416,1.1974427700042725,0.28919583559036255,0.9082469344139099,0.5639258246884887,6.507572832107544
XGradCAM,,0.5487837680401452,0.02964474622297042,0.05665058247845249,0.3887506127357483,0.42932185530662537,-0.040571242570877075,0.15386016626990381,6.140381512641906
InputGradient,,0.8757542623617421,0.06538321988794964,0.1208918691127001,0.5209145545959473,0.2901884913444519,0.23072606325149536,0.6380413180596392,6.36949563741684
SEAttention,,0.6774577578393707,0.031121665552943614,0.059882736710810104,0.8762605786323547,0.20616444945335388,0.6700961291790009,0.2211358464161812,6.734421482086182
CFLOW,0.5,0.8728539845973798,0.045502850720008724,0.08547476748720148,1.1044129133224487,0.32569175958633423,0.7787211537361145,0.14330157939536145,0.07248420476913452
