pad,pad_mode,tta,level,pixel_auroc,pixel_ap,pixel_f1
0,reflect,none,L1,0.7680951549804466,0.02295949647008164,0.05314327887637612
0,reflect,none,L2,0.855882165435681,0.03476220198255202,0.07515291694148048
0,reflect,none,L3,0.8259324988224523,0.025419017481951734,0.04993250848688961
0,reflect,flips,L1,0.7697297540046387,0.02342672674223158,0.05488673488188162
0,reflect,flips,L2,0.8633067514265628,0.0366152303823445,0.07768887330182267
0,reflect,flips,L3,0.837221381650487,0.028741603736998154,0.057626911959115464
112,reflect,none,L1,0.7744647867656035,0.023817748177784544,0.05456845995233377
112,reflect,none,L2,0.8736332932009155,0.042399631843303684,0.09241489497810937
112,reflect,none,L3,0.8298964333653409,0.026115414698521727,0.05222299480551351
112,reflect,flips,L1,0.7756985553123952,0.024190457131071992,0.056227736570754236
112,reflect,flips,L2,0.8800537424713908,0.045049444694455855,0.09699146972537502
112,reflect,flips,L3,0.8409809360206115,0.030345514012431803,0.06359225498777579
