Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
123	-3.775930	-3.516978	0.915945	0.472477
124	-3.770218	-3.522506	0.904185	0.492707
125	-3.774910	-3.509155	0.908009	0.463780
126	-3.773349	-3.518041	0.908369	0.491730
127	-3.777844	-3.497745	0.904113	0.508808
128	-3.775395	-3.501968	0.922944	0.531872
129	-3.775800	-3.507431	0.896032	0.459954
130	-3.772071	-3.512773	0.903680	0.454369
131	-3.776886	-3.509199	0.917460	0.476630
132	-3.773308	-3.509002	0.914430	0.479323
133	-3.776477	-3.520825	0.909668	0.541894
134	-3.777459	-3.508299	0.911688	0.474573
135	-3.780339	-3.509445	0.900216	0.489036
136	-3.775058	-3.513889	0.908442	0.473141
137	-3.774844	-3.501407	0.908586	0.486869
138	-3.779549	-3.504567	0.926551	0.487494
139	-3.779990	-3.504473	0.917460	0.484297
140	-3.777144	-3.512368	0.895166	0.470950
141	-3.776413	-3.512583	0.907504	0.494488
142	-3.777236	-3.507482	0.924242	0.503679
143	-3.782602	-3.511099	0.911183	0.456155
144	-3.777620	-3.492745	0.909307	0.524240
145	-3.777837	-3.507881	0.891991	0.508157
146	-3.776693	-3.500028	0.911544	0.498002
147	-3.780495	-3.514074	0.913492	0.494657
148	-3.775080	-3.495254	0.915657	0.523274
149	-3.785160	-3.494836	0.918975	0.480001
150	-3.773862	-3.507381	0.913276	0.493986
151	-3.781542	-3.503773	0.910173	0.484581
152	-3.783550	-3.499198	0.898268	0.503949
153	-3.780885	-3.511064	0.912698	0.464767
154	-3.779535	-3.504103	0.905339	0.495721
155	-3.775707	-3.511312	0.924315	0.477341
156	-3.777669	-3.505032	0.923160	0.460497
157	-3.775687	-3.521821	0.907287	0.510228
158	-3.778622	-3.506835	0.902886	0.477148
159	-3.778968	-3.502457	0.909740	0.508665
160	-3.779183	-3.513671	0.893218	0.473655
161	-3.780776	-3.515313	0.919986	0.505919
162	-3.779133	-3.507453	0.912554	0.517541
163	-3.783891	-3.508664	0.913420	0.489744
164	-3.784986	-3.491852	0.916595	0.490401
165	-3.784444	-3.511875	0.877273	0.486618
166	-3.783228	-3.509326	0.897258	0.474850
167	-3.783885	-3.515966	0.884776	0.502352
168	-3.788837	-3.511216	0.903463	0.455436
169	-3.785619	-3.516818	0.891703	0.465124
170	-3.785381	-3.502609	0.886652	0.471374
