pad,pad_mode,tta,level,pixel_auroc,pixel_ap,pixel_f1
0,reflect,none,L1,0.5589241306060992,0.005835717595609586,0.012747318505529983
0,reflect,none,L2,0.6431527271055774,0.007366600742590561,0.016112561069389335
0,reflect,none,L3,0.8014623245180184,0.019865597119102487,0.054973197384955534
0,reflect,flips,L1,0.5739971288572833,0.006037944381574852,0.013351447042701612
0,reflect,flips,L2,0.7184040901023968,0.009576386551189402,0.02229007817817911
0,reflect,flips,L3,0.8331262805239987,0.028418325902514054,0.07415091439987705
112,reflect,none,L1,0.5560619434801496,0.005773172394450483,0.012702494174512613
112,reflect,none,L2,0.6589716480659386,0.007812906270463674,0.016978441501309272
112,reflect,none,L3,0.7944837990958243,0.01824647826490981,0.04999674447374418
112,reflect,flips,L1,0.573502727003349,0.006000137469334447,0.013364937779003518
112,reflect,flips,L2,0.7366372923403612,0.010499641139604617,0.02436438051085728
112,reflect,flips,L3,0.8279128257691712,0.025748622620301566,0.06770878715531313
