class,image_auroc,image_ap,image_f1,pixel_auroc,pixel_ap,pixel_f1,aupro,fps_image,fps_pixel,latency_image_ms,latency_pixel_ms,image_threshold
vari-grip,0.918640,0.753687,0.750000,0.898723,0.102205,0.170952,0.648371,109.487186,48.941626,9.133489,20.432505,1.728755
lightning-rod-suspension,0.967298,0.950285,0.894118,0.849629,0.028417,0.069923,0.436166,119.210266,53.392621,8.388539,18.729180,2.487499
MÉDIA,0.942969,0.851986,0.822059,0.874176,0.065311,0.120437,0.542269,114.348726,51.167124,8.761014,19.580842,2.108127
