Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
1	-1.341880	-0.995696	0.902854	0.490767
2	-1.344786	-1.022048	0.909185	0.479314
3	-1.351685	-0.972203	0.909600	0.485549
4	-1.352552	-1.012869	0.910846	0.488414
5	-1.349389	-0.994357	0.897976	0.471594
6	-1.348809	-0.999610	0.911313	0.497440
7	-1.362366	-1.003211	0.899273	0.506117
8	-1.365501	-1.005149	0.924390	0.510565
9	-1.370312	-0.924463	0.912299	0.508096
10	-1.375587	-0.967813	0.917177	0.468249
11	-1.363185	-0.986730	0.896627	0.501715
12	-0.866650	-0.949352	0.895900	0.471303
13	-1.377061	-1.003357	0.897198	0.473140
14	-1.379831	-0.992265	0.899429	0.514323
15	-1.354058	-0.796900	0.863985	0.506798
16	-1.380794	-0.987457	0.882045	0.485513
17	-1.377589	-0.935102	0.899273	0.484803
18	-1.386868	-1.003192	0.918941	0.471588
19	-1.390168	-0.969520	0.912818	0.485397
20	456.750287	-0.991742	0.921380	0.472231
21	-1.395162	-1.011973	0.916450	0.489400
22	-1.397996	-0.990715	0.915153	0.507677
23	-1.401516	-1.008976	0.920758	0.495235
24	-1.405606	-0.976787	0.905241	0.484211
25	-1.407551	-0.985787	0.922159	0.504508
26	-1.404615	-1.022284	0.905656	0.476306
27	-1.409496	-0.983983	0.920083	0.501320
28	-1.406307	-0.995323	0.911157	0.494348
29	-1.407713	-0.999553	0.904878	0.494943
30	-1.413755	-0.961475	0.916243	0.487209
31	-1.411327	-0.997449	0.904359	0.500604
32	-1.416622	-1.004532	0.917177	0.482998
33	-1.425959	-0.995406	0.923768	0.493057
34	-1.420764	-1.028721	0.905189	0.496536
35	-1.422447	-1.013551	0.922937	0.469732
36	-1.425906	-1.014779	0.926414	0.480627
37	-1.428007	-1.033024	0.930358	0.463159
38	-1.426496	-1.004701	0.916035	0.505524
39	-1.428854	-1.022963	0.928697	0.451668
40	-1.431133	-1.008372	0.911261	0.493732
41	-1.418261	-1.010779	0.908978	0.472694
42	-1.436492	42.642685	0.927971	0.469108
43	-1.387506	-1.036022	0.913441	0.507351
44	-1.402795	-0.990309	0.912195	0.486227
45	-1.428758	14.065780	0.895693	0.472586
46	-1.438100	-1.036758	0.918319	0.482832
47	-1.444682	-1.029136	0.915672	0.491358
48	-1.435240	-1.037493	0.925013	0.488342
49	-1.446936	-1.014759	0.916606	0.474842
50	-1.447879	-1.038191	0.926674	0.509079
51	-1.451223	-1.006638	0.923716	0.474076
52	-1.448934	-1.014956	0.944162	0.486769
53	-1.449098	-1.006658	0.911520	0.473946
54	-1.446854	-1.036615	0.925013	0.497947
55	-1.432814	-0.980034	0.921588	0.492158
56	-1.448470	-0.991917	0.926674	0.482992
57	-1.448305	-0.999586	0.919668	0.480829
58	-1.454455	-1.018431	0.927089	0.501837
59	-1.461222	-1.009885	0.919564	0.487973
60	-1.459701	-1.016853	0.920031	0.488014
61	-1.465660	-1.007396	0.929839	0.498004
62	-1.460415	-1.017585	0.931707	0.482951
63	-1.463645	-1.022846	0.918838	0.486877
64	-1.450643	-1.015223	0.925169	0.477977
65	-1.464107	-1.012223	0.936793	0.500545
66	-1.463034	-1.041481	0.927867	0.493337
67	-1.467588	-1.006963	0.925688	0.445721
68	-1.468797	-0.972868	0.929424	0.480670
69	-1.468999	-1.038764	0.926466	0.503918
70	-1.471673	-0.991761	0.917021	0.488771
71	-1.472726	-1.040582	0.930618	0.481572
72	-1.476312	-1.020909	0.932019	0.511917
73	-1.429642	-1.030205	0.922574	0.482211
74	-1.473559	-1.018758	0.931707	0.497980
75	-1.473575	-1.048189	0.933472	0.499886
76	-1.479006	-1.016637	0.929735	0.488476
77	-1.459389	-0.461863	0.915880	0.474681
78	-1.477041	-1.005072	0.916917	0.479450
79	-1.480922	-1.016831	0.934925	0.483704
80	-1.483714	-0.997101	0.937364	0.496471
81	-1.479845	-1.027915	0.931396	0.476639
82	-1.486960	-1.014673	0.936170	0.496492
83	-1.488699	-1.026705	0.922107	0.486985
84	-1.488774	-1.017983	0.930669	0.447977
85	-1.490561	-1.013079	0.924079	0.466583
86	-1.490645	-1.023808	0.928075	0.476037
87	-1.489751	-1.007460	0.915880	0.500812
88	-1.493218	-1.032986	0.922314	0.517672
89	-1.489881	-0.994340	0.933679	0.482765
90	-1.490692	-1.040578	0.943591	0.500823
91	-1.494806	-1.032798	0.938142	0.491938
92	-1.495419	-1.012036	0.925376	0.495893
93	-1.493634	-1.027435	0.930514	0.465629
94	-1.497337	-1.003415	0.932797	0.494742
95	-1.496498	-1.052964	0.931967	0.494313
96	-1.501967	-1.059697	0.917073	0.494065
97	-1.495156	-1.015204	0.924598	0.475912
98	-1.500115	-1.022525	0.939699	0.490741
99	-1.499185	-1.036413	0.928282	0.488309
100	-1.500966	-1.016565	0.920498	0.485090
101	-1.502475	-1.040798	0.937935	0.496222
102	-1.489200	-1.014640	0.925843	0.498834
103	-1.501624	-1.019950	0.930773	0.490538
104	-1.502945	-1.044941	0.930773	0.488472
105	-1.501375	-1.034474	0.949611	0.468478
106	-1.506437	-1.015114	0.936015	0.504874
107	-1.503299	-1.009604	0.929787	0.477625
108	-1.506212	-1.034055	0.949766	0.495960
109	-1.462142	-1.013747	0.941879	0.485838
110	-1.504396	7648.681388	0.923975	0.490983
111	-1.498600	-1.008458	0.923093	0.501520
112	-1.507739	-0.999044	0.929061	0.466594
113	-1.506928	-0.885505	0.935755	0.509677
114	-1.504709	-1.022862	0.923093	0.508875
115	-1.511761	-1.024041	0.936378	0.486035
116	-1.510472	-1.005014	0.934769	0.468944
117	-1.510476	-1.022427	0.935807	0.473324
118	-1.514529	-0.988991	0.920758	0.497503
119	-1.511726	-1.027918	0.936066	0.488062
120	-1.514388	37.290074	0.921277	0.482642
