Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
121	-1.515549	14.479303	0.927089	0.485053
122	-1.516391	-0.991175	0.922885	0.510765
123	-1.509604	-1.011355	0.931655	0.467792
124	-1.517531	-1.015023	0.931188	0.484420
125	-1.521754	-0.979828	0.924494	0.481218
126	-1.524843	-0.990014	0.942761	0.484900
127	-1.522837	-1.016147	0.948573	0.487641
128	-1.523128	-0.990740	0.939751	0.500850
129	-1.520127	-1.011485	0.940010	0.486655
130	-1.528113	-0.953090	0.916606	0.486656
131	-1.526057	-1.029245	0.932797	0.482436
132	-1.524335	-1.024216	0.941619	0.466218
133	-1.522113	-0.983957	0.926155	0.482141
134	-1.519170	-0.998434	0.935132	0.499007
135	-1.525193	-0.959000	0.929943	0.498215
136	-1.521699	-1.022114	0.941982	0.493897
137	-1.518282	-0.983132	0.933420	0.485617
138	-1.527055	0.003149	0.909912	0.485540
139	-1.523647	4.755153	0.926881	0.484219
140	-1.524618	19.641761	0.919253	0.480787
141	-1.526782	1753.338059	0.941360	0.488716
142	-1.527664	-0.348755	0.916191	0.487723
143	-1.533244	-1.009802	0.922989	0.508366
144	-1.533138	312.031051	0.929061	0.474432
145	-1.535291	-0.981655	0.941256	0.483978
146	-1.531531	-0.470337	0.931033	0.494765
147	-1.412066	-0.979777	0.940062	0.463815
148	-1.532294	-0.969571	0.933627	0.481969
149	-1.536174	-0.989947	0.931188	0.476407
150	-1.532501	-1.005237	0.926362	0.481760
151	-1.530822	-0.948027	0.937883	0.462732
152	-1.536696	-1.016129	0.941775	0.503080
153	-1.536728	-1.020096	0.937935	0.473760
154	-1.533996	-1.025679	0.948002	0.494765
155	-1.539130	-0.997627	0.943487	0.494391
156	-1.537274	-1.025501	0.931344	0.508328
157	-1.536774	-1.021874	0.931863	0.498388
158	-1.538170	-0.966109	0.929476	0.485082
159	-1.537380	-0.999049	0.927711	0.503833
160	-1.538611	322.026721	0.932071	0.492345
161	-1.525027	-0.940803	0.922470	0.514360
162	-1.534827	-0.994490	0.945200	0.482204
163	-1.542856	-0.961791	0.933731	0.516651
164	-1.541124	-0.985468	0.941256	0.480701
165	-1.543858	-0.986728	0.945200	0.516096
166	-1.540017	-0.999524	0.908666	0.511796
167	-1.542052	-1.019185	0.928230	0.459881
168	-1.547424	-0.915628	0.926777	0.476842
169	-1.547445	16944.497759	0.943020	0.489212
170	-1.544573	-1.028949	0.927037	0.477970
