pad,pad_mode,tta,level,pixel_auroc,pixel_ap,pixel_f1
0,reflect,none,L1,0.8441400626341481,0.01982919388357673,0.047672203083200214
0,reflect,none,L2,0.7587895243548161,0.011067394144150361,0.026509161665030482
0,reflect,none,L3,0.8023737749860324,0.025292298973457954,0.07274986195472115
0,reflect,flips,L1,0.847716325552695,0.020593584833583513,0.048917286516090196
0,reflect,flips,L2,0.7675322365965542,0.01106595620639941,0.025276185802137738
0,reflect,flips,L3,0.8095808854134607,0.034673255732703384,0.09745034202728903
112,reflect,none,L1,0.8480079472705505,0.020546422226657174,0.049470668654378575
112,reflect,none,L2,0.7896250078752978,0.013643022848896784,0.03442845296942192
112,reflect,none,L3,0.807084502349914,0.02762955380405049,0.08079243348206006
112,reflect,flips,L1,0.8513542774826943,0.021258669930369862,0.050491972204657766
112,reflect,flips,L2,0.7983786289704299,0.013689816713931893,0.03266860571177919
112,reflect,flips,L3,0.813684752651959,0.03664328698075197,0.10496425975284711
