Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
95	-3.330565	-2.846085	0.955921	0.704305
96	-3.332104	-2.778562	0.954386	0.712046
97	-3.334416	-2.827307	0.957895	0.710785
98	-3.332900	-2.837601	0.948904	0.716626
99	-3.341147	-2.807716	0.956360	0.707938
100	-3.335636	-2.823752	0.953728	0.712008
101	-3.331700	-2.830860	0.963158	0.717986
102	-3.336696	-2.816696	0.966447	0.722653
103	-3.336436	-2.851931	0.947368	0.715501
104	-3.338256	-2.827869	0.941447	0.718809
105	-3.340880	-2.776940	0.964693	0.697355
106	-3.342579	-2.827251	0.959430	0.710081
107	-3.343610	-2.782746	0.951316	0.711346
108	-3.342285	-2.829184	0.966447	0.713130
109	-3.341713	-2.829861	0.956579	0.713530
110	-3.344768	-2.769543	0.938158	0.717448
111	-3.348193	-2.828569	0.955702	0.716760
112	-3.350343	-2.738120	0.960965	0.703950
113	-3.348278	-2.836478	0.959211	0.705092
114	-3.346882	-2.829125	0.956140	0.704936
115	-3.349126	-2.826270	0.962061	0.716340
116	-3.351941	-2.800977	0.959211	0.716629
117	-3.353818	-2.835581	0.947807	0.715635
118	-3.352095	-2.826677	0.966009	0.722858
119	-3.351297	-2.816498	0.965570	0.710851
120	-3.356677	-2.857696	0.963816	0.715542
121	-3.356861	-2.819173	0.961623	0.719178
122	-3.355976	-2.823382	0.956140	0.707022
123	-3.357472	-2.815749	0.957895	0.706133
124	-3.359561	-2.850884	0.956140	0.721331
125	-3.359287	-2.808844	0.956798	0.728208
126	-3.360730	-2.792526	0.963377	0.710846
127	-3.355530	-2.828199	0.970833	0.709294
128	-3.365150	-2.819838	0.960965	0.707242
129	-3.363203	-2.825879	0.957675	0.712319
130	-3.363377	-2.801632	0.960746	0.716445
131	-3.361347	-2.811238	0.953728	0.711012
132	-3.361659	-2.861478	0.959430	0.701689
133	-3.365662	-2.799391	0.936184	0.721972
134	-3.364957	-2.771143	0.956360	0.719765
135	-3.369693	-2.816724	0.958114	0.718945
136	-3.368825	-2.817871	0.962939	0.723464
137	-3.367779	-2.789593	0.964693	0.706962
138	-3.366614	-2.802081	0.953947	0.706110
139	-3.374752	-2.834861	0.956798	0.715772
140	-3.363356	-2.836172	0.951754	0.722609
141	-3.367136	-2.810817	0.943860	0.715475
142	-3.371731	-2.837775	0.949123	0.711170
143	-3.374908	-2.850446	0.958333	0.712380
144	-3.369480	-2.814138	0.961184	0.715343
145	-3.372271	-2.838564	0.953070	0.706148
146	-3.374492	-2.829159	0.965789	0.713835
147	-3.368645	-2.740700	0.942763	0.705132
148	-3.373460	-2.776441	0.951096	0.719272
149	-3.372750	-2.820234	0.950877	0.721203
150	-3.374194	-2.833986	0.967982	0.699038
151	-3.376448	-2.820454	0.963816	0.713189
152	-3.378732	-2.823737	0.959649	0.707344
153	-3.382944	-2.792446	0.951316	0.720011
154	-3.378499	-2.829121	0.956798	0.696163
155	-3.382054	-2.832025	0.958333	0.715893
156	-3.379054	-2.831365	0.959868	0.715058
157	-3.377933	-2.781299	0.954167	0.722820
158	-3.384875	-2.809890	0.957237	0.706560
159	-3.380134	-2.848183	0.962061	0.701348
160	-3.380950	-2.765270	0.973465	0.712661
161	-3.385527	-2.768103	0.960526	0.716072
162	-3.386237	-2.791390	0.965570	0.710014
163	-3.385710	-2.819192	0.976974	0.708658
164	-3.384718	-2.792389	0.970175	0.723055
165	-3.382212	-2.786762	0.958772	0.720203
166	-3.388813	-2.815602	0.953509	0.716828
167	-3.389454	-2.805727	0.961404	0.695697
168	-3.386555	-2.794641	0.961184	0.709347
169	-3.392947	-2.719745	0.960307	0.705580
170	-3.387009	-2.808196	0.960965	0.714290
