Method,image_auc,pixel_auc,iou,dice,road_most,road_least,road_delta,time
GradCAM,,0.8715089143639396,0.0030595465780012274,0.006089360852480907,0.6687126159667969,1.1591719388961792,-0.4904593229293823,9.644819951057434
GradCAM++,,0.8588386378863913,0.0032784770668715614,0.00652363890938773,1.0563536882400513,0.8305841684341431,0.2257695198059082,11.477473902702332
XGradCAM,,0.8715088916918701,0.0030595465780012274,0.006089360852480907,0.6724458336830139,1.166924238204956,-0.49447840452194214,11.00919976234436
InputGradient,,0.943252316199886,0.00339738166094312,0.006762019374711473,0.910736083984375,0.48549413681030273,0.42524194717407227,12.22943992614746
SEAttention,,0.7055375365357025,0.0014752492825197677,0.0029424276517587603,0.9529341459274292,0.821750283241272,0.13118386268615723,11.577110028266906
CFLOW,0.5,0.9243463730816643,0.0030211869191472916,0.006016815566720267,,,,0.021899724006652833
