Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
68	-0.717612	15540332.910847	0.913596	0.704219
69	-0.728452	130969.825749	0.890789	0.708111
70	-0.735414	8045735.578032	0.925658	0.683441
71	-0.730421	8514770.508442	0.927193	0.687132
72	-0.731750	662283.578730	0.917325	0.706970
73	-0.721564	5270562.881321	0.927632	0.700809
74	-0.742197	648864.219092	0.937500	0.688873
75	-0.738836	2105760.865729	0.926316	0.695814
76	-0.744199	3450280.688023	0.924561	0.690258
77	-0.751682	328929.146262	0.931579	0.687939
78	-0.735659	14226816.670474	0.946711	0.700863
79	-0.747621	190772.073619	0.930702	0.693573
80	-0.700623	178691.401617	0.936842	0.698377
81	-0.743826	1545150.405847	0.935746	0.706881
82	-0.750817	8397338.364928	0.940132	0.701272
83	-0.745324	3285986.566712	0.928947	0.696834
84	-0.748168	39808.317239	0.925658	0.715967
85	0.481983	162616.588483	0.928509	0.691740
86	-0.753557	964237.835624	0.910088	0.697895
87	-0.600452	592565.720005	0.936623	0.699597
88	-0.738449	1424342.893694	0.924781	0.710013
89	-0.753202	3763110.519583	0.914254	0.695913
90	-0.654524	1464458.245998	0.901535	0.690240
91	-0.750902	7965825.928685	0.951754	0.695002
92	-0.660642	12971683.040221	0.909649	0.689650
93	-0.756288	3467363.783884	0.924781	0.698420
94	-0.755223	1173846.893576	0.930921	0.702878
95	-0.756492	276270.178532	0.911404	0.687349
96	-0.754143	208951.444752	0.906579	0.698256
97	-0.765345	5931942.202151	0.941447	0.703990
98	-0.760978	1202264.001987	0.923246	0.700199
99	-0.769787	578940.544121	0.936404	0.682266
100	-0.759378	977680.276374	0.920395	0.697951
101	-0.768115	1430747.903330	0.929605	0.708052
102	-0.770322	9245455.529723	0.918640	0.704684
103	-0.755363	1907427.974855	0.914912	0.708792
104	-0.698226	2842969.240477	0.936623	0.699321
105	-0.755496	17831990.034241	0.941228	0.681881
106	-0.778537	13788238.671759	0.925439	0.691261
107	3.653505	2393083.236252	0.930702	0.699452
108	1.142912	4807292.281998	0.926535	0.706505
109	-0.772048	2956638.971476	0.938596	0.709955
110	-0.776471	1880256.604534	0.946930	0.695590
111	-0.760501	318614.089413	0.935088	0.696665
112	-0.777585	2798589.545146	0.923246	0.698857
113	3.924162	55479.442795	0.930921	0.692242
114	-0.760977	9233422.543203	0.902851	0.694978
115	-0.735761	38250018.028863	0.916447	0.704072
116	-0.777622	4434648.414099	0.932018	0.720776
117	-0.777670	25059310.514541	0.904825	0.704644
118	-0.782253	95967994.227679	0.900219	0.705665
119	-0.780661	1725409.351737	0.919956	0.685051
120	-0.780932	25483.622918	0.927632	0.694950
121	-0.736054	3947941.832905	0.926316	0.695152
122	-0.783119	113198.621619	0.925219	0.699256
123	-0.780890	333787.479354	0.932895	0.697236
124	-0.784029	473136.612243	0.940570	0.699007
125	-0.778110	606785.338854	0.921930	0.706403
126	-0.793772	2286205.212719	0.942982	0.701333
127	-0.778693	271649.804975	0.919518	0.697185
128	-0.781591	1647263.858591	0.914474	0.696102
129	-0.766541	1142419.495663	0.929167	0.696183
130	-0.782015	17033278.023313	0.921272	0.693660
131	-0.792513	4507977.577456	0.933991	0.694869
132	-0.790686	4075179.295310	0.945614	0.672868
133	-0.779646	2001007.638044	0.931360	0.716538
134	-0.786701	325144.373703	0.946272	0.700328
135	97.581524	9348171.161730	0.928947	0.702525
136	-0.787676	877505.255356	0.927851	0.702037
137	-0.792053	662482.370325	0.935746	0.687768
138	-0.763829	5395429.538944	0.935746	0.686837
139	-0.793987	266953.362980	0.926096	0.699855
140	-0.792424	836950.246567	0.938377	0.711845
141	-0.789589	16467444.268733	0.942763	0.698460
142	-0.785526	149237.577709	0.926754	0.698780
143	-0.758960	58686.974314	0.941228	0.702208
144	-0.802449	58573.800879	0.921711	0.703802
145	-0.805860	29311.065878	0.940351	0.694772
146	-0.803815	182368.014666	0.928728	0.709179
147	-0.781973	164252.611466	0.943202	0.684465
148	-0.789094	2118884.885574	0.902851	0.709245
149	-0.808559	230160.563421	0.925877	0.710531
150	-0.794237	8512683.051894	0.928509	0.699554
151	-0.794582	485009.030026	0.938377	0.690468
152	-0.806833	1270676.404345	0.950877	0.688341
153	-0.799960	164398.803878	0.918860	0.697915
154	-0.801986	52997.812413	0.943421	0.692840
155	-0.811497	410747.927280	0.919737	0.705560
156	-0.808206	2388089.402288	0.925219	0.700209
157	-0.803869	4352291.952781	0.938158	0.704664
158	-0.819371	89193.829876	0.914474	0.693431
159	-0.812939	1701458.555056	0.921491	0.692976
160	-0.809089	2862226.250481	0.935746	0.711768
161	-0.814519	765861.923197	0.917105	0.712070
162	-0.817869	455541.639396	0.932895	0.693166
163	-0.812084	617094.385883	0.926754	0.694545
164	-0.810528	132381.894006	0.929825	0.703786
165	-0.811953	876703.085902	0.930044	0.717347
166	-0.820352	358808.636647	0.942544	0.704800
167	-0.819466	866882.428182	0.912939	0.692443
168	-0.810621	5623354.413382	0.933333	0.696775
169	6.432005	207092.443191	0.935307	0.697125
170	-0.816025	2513334.902551	0.896711	0.706323
