tag,nf_head,levels,train_reflect_pad,feat_pool,feat_norm,no_rotation,epoch,train_pixel_auroc,best_val_name,best_val_metric,holdout_best_pixel_auroc,holdout_best_pixel_ap,holdout_best_aupro,holdout_baseline_pixel_auroc,holdout_baseline_aupro
baseline,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260905_190938\train\baseline\run_20260905_190942\best_models\best_pixel_auroc.pt,"[0, 1, 2]",0,0,False,False,20,0.884059165380764,pad112-reflect|tta=flips|raw|L=2|calib=none|s=4|m=0|img=max,0.9501648986244592,0.913288302024977,0.002247535941624717,0.5403680406371445,0.8821310405233658,0.6068934074836618
featnorm,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260905_190938\train\featnorm\run_20260905_202613\best_models\best_pixel_auroc.pt,"[0, 1, 2]",0,0,True,False,30,0.8847870913893456,pad112-reflect|tta=flips|raw|L=02|calib=none|s=2|m=0|img=max,0.9645230779889539,0.9542243396902736,0.005763227966348698,0.7690237791269686,0.8824852964695413,0.6570503057258535
l23,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260905_190938\train\l23\run_20260905_222915\best_models\best_pixel_auroc.pt,"[1, 2]",0,0,False,False,10,0.8324384322141827,pad112-reflect|tta=flips|raw|L=2|calib=none|s=4|m=0|img=max,0.9429608722440355,0.9028896238334453,0.0018176141486831669,0.5097625568758167,0.8243973846771917,0.3437467907357216
featnorm_clamp19,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260905_190938\train\featnorm_clamp19\run_20260906_000427\best_models\best_pixel_auroc.pt,"[0, 1, 2]",0,0,True,False,20,0.8140534309559115,pad112-reflect|tta=flips|raw|L=02|calib=none|s=2|m=0|img=max,0.9598813534307361,0.9560139566550092,0.0063005748680562915,0.7604080996009343,0.8224162745498896,0.6888258118583956
