class,level,pixel_auroc,pixel_ap,pixel_f1
vari-grip,L1,0.8997090707475769,0.1437306506616357,0.24027612892627084
vari-grip,L2,0.8584069860725546,0.11153469612285168,0.1712696113637896
vari-grip,L3,0.8363089638469855,0.07193957025441641,0.14877278115820095
