class,n_images,n_anomaly,pixel_auroc,pixel_ap,pixel_f1,aupro,pixel_ap_trivial,fps,latency_ms,levels,score_norm,tta,sigma,reflect_pad,border_margin,feat_norm,head_epoch
vari-grip,12.0,6.0,0.9150904480554739,0.15056573002779,0.25245455031302655,0.712359303639623,0.023409266050170068,13.917887708581334,71.84998334075014,02,raw,flips,8.0,112.0,0.0,False,
MEDIA,12.0,6.0,0.9150904480554739,0.15056573002779,0.25245455031302655,0.712359303639623,0.023409266050170068,13.917887708581334,71.84998334075014,,,,8.0,112.0,0.0,,
