class,image_auroc,image_ap,image_f1,pixel_auroc,pixel_ap,pixel_f1,aupro,fps_image,fps_pixel,latency_image_ms,latency_pixel_ms,image_threshold
MÉDIA,0.805556,0.716667,0.857143,0.932842,0.193253,0.294452,0.779612,111.382451,13.801684,8.978075,72.454925,1.525057
