Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
1	6.559776	224657.892376	0.928837	0.671086
2	-0.402381	110605.661724	0.931996	0.656095
3	-0.408769	263565.580977	0.937012	0.658908
4	-0.401665	21278.744267	0.899480	0.640507
5	nan	2662.990724	0.941657	0.629336
6	-0.393183	1183.981493	0.931624	0.663598
7	-0.422070	78821.432998	0.898551	0.640727
8	0.931266	350866.623129	0.926979	0.639402
9	-0.422149	21738.812165	0.914716	0.651378
10	-0.423669	25272.541363	0.929580	0.600194
11	-0.374720	2675.008445	0.924749	0.670118
12	-0.434281	142702.475405	0.908398	0.670732
13	-0.434252	31583.876730	0.920290	0.650654
14	-0.442063	96994.076097	0.952434	0.648335
15	-0.440507	50.913191	0.947046	0.673096
16	-0.441392	3669.397973	0.933482	0.682682
17	-0.440568	537.554579	0.907655	0.641873
18	-0.397445	59988.515276	0.921962	0.706628
19	-0.450102	3444.031768	0.944630	0.654569
20	-0.451849	5494.351783	0.924563	0.652356
21	-0.444030	5236.054421	0.949275	0.643523
22	-0.446840	10170.047408	0.944816	0.646498
23	-0.449383	348188.509375	0.950948	0.640304
24	-0.457240	31.087914	0.932739	0.665151
25	-0.461928	15797.912828	0.956522	0.655753
26	-0.457272	9920.431908	0.962467	0.662755
27	-0.446477	29200.493519	0.935154	0.667447
28	-0.455455	7510.579650	0.937384	0.657134
29	-0.460750	14235.910220	0.935526	0.661194
30	-0.460259	1023.770872	0.932553	0.643157
31	-0.454386	29680.762207	0.902453	0.651260
32	nan	82620.751997	0.920104	0.659607
33	2.251298	257466.290628	0.931252	0.661356
34	-0.462483	3388.925389	0.934783	0.644649
35	-0.473776	393452.163189	0.936083	0.674754
36	-0.465325	209777.924967	0.935712	0.623961
37	-0.479001	23720.923807	0.930881	0.628042
38	135282935.774482	3405.597378	0.933296	0.647290
39	-0.482509	474679.377843	0.936083	0.681901
40	-0.470609	79712.583139	0.939428	0.668953
41	-0.480616	266245.490737	0.918432	0.654383
42	-0.478938	127671.621608	0.914530	0.640500
43	-0.479619	753712.402913	0.899666	0.667994
44	-0.481674	19367.730825	0.908770	0.640354
45	-0.480454	126706.127993	0.909513	0.626816
46	-0.486472	3342.595256	0.933854	0.652777
47	-0.491148	3890.191657	0.926979	0.628199
48	-0.487018	21607.085579	0.920847	0.662362
49	-0.491332	12958.034385	0.944259	0.659123
50	-0.474822	2122.915296	0.947046	0.670544
51	-0.480992	26499.376984	0.960424	0.622168
52	-0.501712	9351.761956	0.942772	0.648647
53	-0.499916	1222.946461	0.945931	0.662019
54	-0.500342	35568.734884	0.942586	0.651620
55	-0.487704	116.847867	0.934783	0.678822
56	-0.509511	582.486768	0.947232	0.662049
57	-0.518555	134042.263408	0.925492	0.648650
58	-0.505016	109.445901	0.933296	0.666425
59	-0.511567	10577.426563	0.946860	0.671922
60	-0.435203	235829.138768	0.923634	0.635597
61	-0.513810	6976.935962	0.904125	0.627668
62	-0.511735	88259.018852	0.944816	0.676644
63	-0.511080	88150.652679	0.912486	0.626808
64	-0.504072	37124.009427	0.928094	0.659939
65	-0.518010	29817.594618	0.891119	0.628328
66	-0.510996	150001.840119	0.932367	0.649138
67	-0.511948	12431.359102	0.931438	0.639192
68	-0.505898	10465.874153	0.937384	0.655952
69	-0.518828	1570.800730	0.949275	0.651975
70	-0.529228	24248.904430	0.929766	0.623276
71	-0.523496	2658.721684	0.930137	0.662015
72	-0.524019	102.531835	0.942401	0.664009
