variant,flags,returncode,train_minutes,head
combo_l23,"--no_rotation --reflect_pad 112 --feat_pool 3 --feat_norm --levels 1,2",0,15.213303562005361,resultado_analise_final/ablacao_nf_head/smoke_retrain\train\combo_l23\run_20260904_001738\best_models\best_pixel_auroc.pt
