tag,nf_head,levels,train_reflect_pad,feat_pool,feat_norm,no_rotation,epoch,train_pixel_auroc,best_val_name,best_val_metric,holdout_best_pixel_auroc,holdout_best_pixel_ap,holdout_best_aupro,holdout_baseline_pixel_auroc,holdout_baseline_aupro
combo_l23,resultado_analise_final/ablacao_nf_head/smoke_retrain\train\combo_l23\run_20260904_001738\best_models\best_pixel_auroc.pt,"[1, 2]",112,3,True,True,1,0.7094586738692409,pad112-reflect|tta=none|per_level_prob|L=12|calib=none|s=4|m=0|img=max,0.9709671421423355,0.9302203049941948,0.12495755688044351,0.6428711849905011,0.7568156324174374,0.5521859262621679
