pad,pad_mode,tta,level,pixel_auroc,pixel_ap,pixel_f1
0,reflect,none,L1,0.7502628938703703,0.012529188900385619,0.027530064345580283
0,reflect,none,L2,0.7846145738016932,0.01313868004285528,0.02809065848395265
0,reflect,none,L3,0.8435476780796624,0.022613021792828758,0.049269808454716776
0,reflect,flips,L1,0.7526186095152739,0.012715413264998957,0.028065845485010413
0,reflect,flips,L2,0.7937370637289046,0.013567163721241709,0.029508317718913605
0,reflect,flips,L3,0.8711260844134375,0.025980814230137365,0.05590492074294544
112,reflect,none,L1,0.7576580251621821,0.01292210569460273,0.02825039436285695
112,reflect,none,L2,0.797223974035327,0.014503603652707364,0.03087766439097529
112,reflect,none,L3,0.8499028550899635,0.02417922745207044,0.053943796860201176
112,reflect,flips,L1,0.7599730818517034,0.013141913028528851,0.028924699677702902
112,reflect,flips,L2,0.8073225544896852,0.015195781331420802,0.03293306691289241
112,reflect,flips,L3,0.8769177179970704,0.028813809147846384,0.065231255970434
