variant,flags,returncode,train_minutes,head
baseline,,0,13.140758339564005,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260906_182626\train\baseline\run_20260906_182631\best_models\best_pixel_auroc.pt
