class,sigma,smoothing,n_images,image_auroc,image_ap,image_f1,latency_pixel_ms,pixel_auroc,pixel_ap,pixel_f1,aupro
vari-grip,0.0,none,154,0.918640350877193,0.7536867682944626,0.7499999951388889,8.690009094690058,0.5582529302746464,0.012260045779374194,0.03367364919641926,0.24089594899784528
vari-grip,2.0,2,154,0.918640350877193,0.7536867682944626,0.7499999951388889,8.690009094690058,0.5549382571101906,0.012174226570015672,0.033638723232566226,0.24078239188063338
vari-grip,4.0,4,154,0.918640350877193,0.7536867682944626,0.7499999951388889,8.690009094690058,0.5503411248897067,0.012060915771302362,0.03363032519180283,0.250486581928934
vari-grip,6.0,6,154,0.918640350877193,0.7536867682944626,0.7499999951388889,8.690009094690058,0.54832164804262,0.012012060022138586,0.03373637373615675,0.2615696609206519
lightning-rod-suspension,0.0,none,163,0.9672984020810108,0.9502848325826321,0.8941176420927336,7.867163795680723,0.8164195682767351,0.01756610143875217,0.04036107936895364,0.41566078415267077
lightning-rod-suspension,2.0,2,163,0.9672984020810108,0.9502848325826321,0.8941176420927336,7.867163795680723,0.818997912813774,0.017749984438422215,0.04090115937250222,0.4243954422135193
lightning-rod-suspension,4.0,4,163,0.9672984020810108,0.9502848325826321,0.8941176420927336,7.867163795680723,0.8228585797493327,0.01795690938532652,0.04186809367576394,0.4282144832040732
lightning-rod-suspension,6.0,6,163,0.9672984020810108,0.9502848325826321,0.8941176420927336,7.867163795680723,0.8245871851776407,0.017874945011924402,0.042073441390844166,0.4298769770877085
