Method,image_auc,pixel_auc,iou,dice,road_most,road_least,road_delta,time
GradCAM,,0.3511619665441047,0.04029435838407828,0.07368128511662442,0.5312663316726685,0.7390033006668091,-0.20773696899414062,8.437394428253175
GradCAM++,,0.8268862059638924,0.08120511954923723,0.14482010225219039,0.7232606410980225,0.46668657660484314,0.2565740644931793,11.884420275688171
XGradCAM,,0.3511619603574511,0.04029435838407828,0.07368128511662442,0.5302392244338989,0.7319123148918152,-0.20167309045791626,10.305264878273011
InputGradient,,0.7715518296845812,0.0676228577588507,0.122354825394176,0.7028630971908569,0.29699453711509705,0.4058685600757599,8.57664225101471
SEAttention,,0.895720844848506,0.08992438804432655,0.1571889115776317,0.6414934992790222,0.49668821692466736,0.14480528235435486,12.347180342674255
CFLOW,0.5,0.8632558450122929,0.05935211843120144,0.11013317428168694,0.782189667224884,0.39965569972991943,0.3825339674949646,0.07887609004974365

cd C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\analysis

python analyze_class.py --model_path "C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\final_models\SEDiffernet\lightning-rod-suspension\lightning-rod-suspension_se_differnet_lightning_rod_suspension_100_1_epoch_41.pt" --cflow_checkpoint "C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\final_models\NF Head\run_20260529_024905_ligth\best_models\best_pixel_auroc.pt" --class_name lightning-rod-suspension --dataset_path "C:\Users\teo-s\Documents\GitHub\anomaly-detection-dataset\insplad-seg\insplad-seg"
python analyze_class.py --model_path "" --cflow_checkpoint "" --class_name polymer-insulator-upper-shackle --dataset_path "C:\Users\teo-s\Documents\GitHub\anomaly-detection-dataset\insplad-seg\insplad-seg"
python analyze_class.py --model_path "" --cflow_checkpoint "" --class_name polymer-insulator-upper-shackle --dataset_path "C:\Users\teo-s\Documents\GitHub\anomaly-detection-dataset\insplad-seg\insplad-seg"
python analyze_class.py --model_path "" --cflow_checkpoint "" --class_name polymer-insulator-upper-shackle --dataset_path "C:\Users\teo-s\Documents\GitHub\anomaly-detection-dataset\insplad-seg\insplad-seg"
