tag,nf_head,levels,train_reflect_pad,feat_pool,feat_norm,no_rotation,epoch,train_pixel_auroc,best_val_name,best_val_metric,holdout_best_pixel_auroc,holdout_best_pixel_ap,holdout_best_aupro,holdout_baseline_pixel_auroc,holdout_baseline_aupro
released,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\final_models\NF Head\glass-insulator\best_models\best_pixel_auroc.pt,"[0, 1, 2]",0,0,False,False,90,0.8725765799378569,pad0--|tta=flips|raw|L=12|calib=none|s=8|m=0|img=max,0.8904125093652745,0.9042953740614439,0.001191235006565529,0.6460705231811283,0.8440335871429866,0.5450834611946087
