tag,nf_head,levels,train_reflect_pad,feat_pool,feat_norm,no_rotation,epoch,train_pixel_auroc,best_val_name,best_val_metric,holdout_best_pixel_auroc,holdout_best_pixel_ap,holdout_best_aupro,holdout_baseline_pixel_auroc,holdout_baseline_aupro
baseline,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260906_222906\train\baseline\run_20260906_222910\best_models\best_pixel_auroc.pt,"[0, 1, 2]",0,0,False,False,6,0.8501670641847855,pad112-reflect|tta=flips|raw|L=02|calib=none|s=8|m=0|img=max,0.9155793052141437,0.918825077797837,0.05682789868604105,0.6611401684081512,0.8335769900864067,0.5789541257121406
featnorm,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260906_222906\train\featnorm\run_20260907_003721\best_models\best_pixel_auroc.pt,"[0, 1, 2]",0,0,True,False,12,0.8224473570285766,pad112-reflect|tta=flips|raw|L=012|calib=none|s=8|m=0|img=max,0.8798623871766417,0.867116366956356,0.031393890618221246,0.5763402107326022,0.804312003258905,0.5590922169659901
featnorm_clamp19,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260906_222906\train\featnorm_clamp19\run_20260907_025405\best_models\best_pixel_auroc.pt,"[0, 1, 2]",0,0,True,False,10,0.7154103405935296,pad112-reflect|tta=flips|raw|L=0|calib=none|s=8|m=0|img=max,0.8600074337630691,0.8571969803268581,0.01832639779233751,0.5115962287507174,0.7242515939618916,0.5317375738431817
