class,image_auroc,image_ap,image_f1,pixel_auroc,pixel_ap,pixel_f1,aupro,fps_image,fps_pixel,latency_image_ms,latency_pixel_ms,image_threshold
vari-grip,0.918640,0.753687,0.750000,0.558253,0.012260,0.033674,0.240896,114.769569,126.513407,8.713111,7.904301,1.728755
MÉDIA,0.918640,0.753687,0.750000,0.558253,0.012260,0.033674,0.240896,114.769569,126.513407,8.713111,7.904301,1.728755
