class,sigma,smoothing,n_images,image_auroc,image_ap,image_f1,latency_pixel_ms,pixel_auroc,pixel_ap,pixel_f1,aupro
vari-grip,0.0,none,154,0.918640350877193,0.7536867682944626,0.7499999951388889,8.546948694478866,0.5582529302746464,0.012260045779374194,0.03367364919641926,0.24089594899784528
