Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
99	-1.497005	104.086359	0.935965	0.707209
100	-1.502980	-0.468136	0.935307	0.702317
101	-1.508682	66179.725472	0.946491	0.713539
102	-1.505411	17.357686	0.942982	0.718752
103	-1.505954	19721.953577	0.957675	0.702816
104	-1.502182	11.377596	0.935307	0.707882
105	-1.499807	6062.086269	0.936842	0.711306
106	-1.506530	-0.921061	0.959430	0.722046
107	-1.508831	4.081079	0.950439	0.711850
108	-1.501898	2614.315104	0.947149	0.690012
109	-1.507844	2.282890	0.962281	0.713000
110	-1.515760	3931.628061	0.956360	0.712139
111	-1.515191	16638.187750	0.957018	0.714281
112	-1.512779	3108.485241	0.953509	0.711738
113	-1.512544	154452.639054	0.958333	0.698212
114	-1.513637	70.880644	0.952632	0.702053
115	-1.513036	168381.553080	0.948026	0.699383
116	-1.516108	109918.391597	0.942105	0.701903
117	-1.516249	16445.025692	0.937061	0.710534
118	-1.509025	188587.114178	0.962939	0.702790
119	-1.516648	8075314.368018	0.952412	0.708630
120	-1.516414	150942.701821	0.936623	0.708395
121	-1.518796	1390911.444478	0.949342	0.708353
122	-1.526329	190.722198	0.928289	0.693595
123	-1.521043	31.502682	0.937719	0.699161
124	-1.519628	9.580366	0.932018	0.694726
125	-1.526031	237144.157843	0.944737	0.706542
126	-1.519806	163780.285051	0.953070	0.691458
127	-1.527460	3471.045394	0.949342	0.695082
128	-1.521614	107.476494	0.950439	0.709370
129	-1.526711	774.015931	0.956579	0.699723
130	-1.516331	184.373841	0.947149	0.700793
131	-1.526164	39.118849	0.939474	0.685354
132	-1.528358	1281478.184595	0.937281	0.683746
133	-1.533193	40179.905305	0.955482	0.710364
134	-1.534812	4905.733673	0.936623	0.688497
135	-1.525702	2.459189	0.953070	0.698972
136	-1.537452	389.340602	0.958772	0.679671
137	-1.531418	158352.803638	0.953728	0.700623
138	-1.532462	404566.617673	0.948026	0.698444
139	-1.534257	2.983763	0.957895	0.708760
140	-1.531275	3232543.968431	0.958772	0.700757
141	-1.532079	16021.409800	0.961184	0.680007
142	-1.540873	8728161.952335	0.946272	0.683053
143	-1.537981	3289909.354852	0.948026	0.689922
144	-1.536643	68980.347753	0.929167	0.696803
145	-1.529226	77568.277966	0.951535	0.711493
146	-1.533715	1409.221556	0.969737	0.708054
147	-1.544294	196355.101163	0.948026	0.687240
148	-1.536767	522.956173	0.954386	0.705356
149	-1.540734	26657.527200	0.961623	0.694506
150	-1.538999	48530.950316	0.950219	0.710203
151	-1.537570	738855.025534	0.943421	0.696420
152	-1.538137	52480.731761	0.959211	0.693183
153	-1.548682	1320.907393	0.942982	0.716456
154	-1.551272	8.752146	0.946272	0.690412
155	-1.544063	14451.589122	0.953289	0.693932
156	-1.544125	1455.436583	0.954386	0.713058
157	-1.542514	54752.583194	0.973026	0.699389
158	-1.542315	134316.931216	0.940132	0.707395
159	-1.545871	515259.402440	0.956360	0.700563
160	-1.546612	45236.055599	0.961184	0.708987
161	-1.544917	3.925306	0.959649	0.704205
162	-1.548419	90373.766983	0.965570	0.701737
163	-1.543260	6.064757	0.959211	0.727928
164	-1.546140	476.634731	0.956140	0.702942
165	-1.553290	10119.992348	0.939254	0.702080
166	-1.548780	78.198226	0.960526	0.702837
167	-1.557266	7.755539	0.963816	0.703822
168	-1.544372	-0.858427	0.952412	0.703434
169	-1.551705	294823.935624	0.952851	0.705086
170	-1.551960	24404.331057	0.947368	0.698179
