Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
1	-1.332202	616427.584400	0.937500	0.697809
2	-1.338351	37788152.131280	0.907456	0.708105
3	-1.338255	14647868.743666	0.906798	0.707248
4	-1.346775	26340593.643316	0.936404	0.709532
5	-1.343653	17962790.894172	0.939474	0.712997
6	-1.346584	1906359.353926	0.947807	0.697519
7	-1.358582	2300597.272658	0.926535	0.711403
8	-1.360019	5522009.342411	0.935526	0.693550
9	-1.359417	52964165.424184	0.960088	0.698719
10	-1.362247	8719859.418482	0.933772	0.706204
11	-1.368398	45593392.096976	0.928509	0.710782
12	-1.374880	69119849.726476	0.948026	0.711065
13	-1.368732	158232501.682952	0.948684	0.704259
14	-1.376245	74520280.819687	0.957237	0.704232
15	-1.384672	164503956.234341	0.954825	0.712208
16	-1.382939	71536900.196329	0.928509	0.703322
17	-1.386057	34434663.726839	0.945833	0.709948
18	-1.397876	83666881.610913	0.929167	0.705766
19	-1.388321	110252421.682357	0.934211	0.702574
20	-1.389802	391101339.803048	0.914693	0.701109
21	-1.338949	149760729.311069	0.932675	0.685245
22	-1.394254	128146017.492697	0.925658	0.705654
23	-1.400526	16031314.347497	0.925439	0.705456
24	-1.393199	140284067.144961	0.929386	0.695210
25	-1.404678	16172442.463376	0.925658	0.701659
26	-1.408269	6255068.872976	0.937500	0.710056
27	-1.404961	36867.463644	0.958553	0.707239
28	-1.402300	774436.606847	0.921930	0.703229
29	-1.398325	26833957.753394	0.941667	0.705789
30	-1.408139	5447230.011290	0.963158	0.680102
31	-1.423833	10648383.010567	0.964693	0.709916
32	-1.415212	20265298.987128	0.939474	0.690968
33	-1.418483	645035.612301	0.930044	0.693613
34	-1.415671	1085662.695269	0.941667	0.699788
35	-1.419719	3118611.172362	0.936404	0.697222
36	-1.425410	2243628.803944	0.932895	0.695198
37	-1.419742	18119700.048573	0.947149	0.719315
38	-1.435356	8956892.383543	0.953509	0.695127
39	-1.431887	14602108.143352	0.935307	0.703314
40	-1.427809	139093721.721323	0.955702	0.699568
41	-1.429399	113482820.595192	0.968421	0.695125
42	-1.422877	17470273.185747	0.942982	0.693998
43	-1.437492	25023976.337092	0.955482	0.696597
44	-1.437079	22261067.079839	0.948904	0.700588
45	-1.436790	51660905.465798	0.919298	0.697885
46	-1.439626	6808038.870184	0.956360	0.712466
47	-1.441297	43976436.493162	0.956798	0.697788
48	-1.440415	58796324.057401	0.949342	0.692862
49	-1.445443	142816014.379586	0.952632	0.690255
50	-1.449488	53159964.506660	0.951535	0.684302
51	-1.446009	51160789.117569	0.928509	0.705311
52	-1.453526	14304263.378462	0.944737	0.698810
53	-1.447871	2569044.391539	0.957237	0.695301
54	-1.455349	11757790.439549	0.943860	0.708583
55	-1.453615	3542526.121188	0.950000	0.713227
56	-1.455300	41173694.227950	0.916228	0.698400
57	-1.454194	2708895.986349	0.954386	0.723729
58	-1.455701	952.975530	0.951316	0.725865
59	-1.465033	11803558.146349	0.938596	0.690085
60	-1.468429	3877739.945495	0.944298	0.702318
61	-1.463754	452777.125476	0.938596	0.700790
62	-1.468621	1359395.037709	0.939474	0.702493
63	-1.458734	28350615.253671	0.951754	0.705549
64	-1.462156	636034.064641	0.938158	0.691532
65	-1.453025	1423326.581945	0.939912	0.698134
66	-1.461911	9253181.645673	0.946053	0.695551
67	-1.462046	53989078.427167	0.941447	0.706823
68	-1.459967	287854.969320	0.949781	0.698345
69	-1.469269	6464812.164823	0.949781	0.707377
70	-1.463150	184408.826824	0.944079	0.700341
71	-1.475401	2603363.988894	0.947149	0.703845
72	-1.465203	3934911.626641	0.925219	0.710839
73	-1.472607	68836.784793	0.938816	0.712172
74	-1.471326	102875.910878	0.957237	0.701425
75	-1.475469	96343.419491	0.944518	0.717749
76	-1.479044	83044.222570	0.949561	0.706591
77	-1.480520	64747.244417	0.933553	0.705052
78	-1.475568	14891.221304	0.954825	0.710359
79	-1.477771	-0.850613	0.944518	0.692066
80	-1.479316	156100.426543	0.922807	0.697970
81	-1.474554	7350.922613	0.954167	0.700141
82	-1.492509	742710.733541	0.937939	0.710361
83	-1.482103	3263.324842	0.951974	0.705953
84	-1.486087	-0.693796	0.948465	0.708400
85	-1.480659	24459.569389	0.939474	0.694953
86	-1.491446	667704.352319	0.944298	0.697919
87	-1.487259	215735.805898	0.956360	0.707915
88	-1.491984	4720506.190648	0.950219	0.699793
89	-1.483474	11278983.367041	0.943202	0.678062
90	-1.490348	2106610.660373	0.964035	0.698903
91	-1.490143	4632531.713938	0.946053	0.705906
92	-1.501257	121661.009918	0.950439	0.698364
93	-1.492573	75939.527863	0.927412	0.695737
94	-1.490105	1057919.490603	0.958772	0.704076
95	-1.500192	4098864.825488	0.946711	0.702408
96	-1.504640	4939475.210170	0.952193	0.700392
97	-1.502512	85678.666683	0.948465	0.704782
98	-1.498106	341557.736434	0.931140	0.713237
