variant,flags,returncode,train_minutes,head
baseline,,0,43.54893210331599,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260904_092255\train\baseline\run_20260904_092300\best_models\best_pixel_auroc.pt
norot,--no_rotation,0,42.01147906382879,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260904_092255\train\norot\run_20260904_100633\best_models\best_pixel_auroc.pt
pad112,--reflect_pad 112,0,68.3508065978686,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260904_092255\train\pad112\run_20260904_104835\best_models\best_pixel_auroc.pt
norot_pad112,--no_rotation --reflect_pad 112,0,80.64808487892151,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260904_092255\train\norot_pad112\run_20260904_115656\best_models\best_pixel_auroc.pt
l23,"--levels 1,2",0,69.5768138408661,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260904_092255\train\l23\run_20260904_131737\best_models\best_pixel_auroc.pt
pool3,--feat_pool 3,0,88.167824558417,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260904_092255\train\pool3\run_20260904_142710\best_models\best_pixel_auroc.pt
featnorm,--feat_norm,0,84.31681215365728,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260904_092255\train\featnorm\run_20260904_155521\best_models\best_pixel_auroc.pt
clamp19,--clamp_scale 1.9,0,65.3257365902265,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\resultado_analise_final\ablacao_nf_head\run_20260904_092255\train\clamp19\run_20260904_171941\best_models\best_pixel_auroc.pt
