Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
62	-3.296568	-2.924828	0.941204	0.491446
63	-3.302484	-2.923851	0.951738	0.478844
64	-3.300255	-2.927718	0.952309	0.488353
65	-3.301429	-2.914334	0.943383	0.479079
66	-3.302303	-2.923290	0.957706	0.470155
67	-3.306174	-2.921860	0.957914	0.463251
68	-3.306143	-2.922419	0.942761	0.468194
69	-3.310908	-2.911337	0.947016	0.460481
70	-3.305349	-2.924601	0.946964	0.480973
71	-3.310577	-2.918711	0.938869	0.464494
72	-3.313329	-2.915806	0.960145	0.466123
73	-3.312165	-2.912524	0.937779	0.479280
74	-3.310718	-2.924533	0.938402	0.492146
75	-3.310606	-2.895264	0.946134	0.472045
76	-3.318376	-2.916946	0.943280	0.482334
77	-3.317791	-2.898441	0.943487	0.484253
78	-3.318485	-2.903424	0.954437	0.481385
79	-3.318386	-2.916462	0.950441	0.496925
80	-3.320667	-2.890396	0.951012	0.514331
81	-3.320908	-2.919094	0.953347	0.496994
82	-3.320611	-2.879700	0.964660	0.470928
83	-3.321445	-2.914810	0.951064	0.503397
84	-3.323860	-2.883660	0.958070	0.486404
85	-3.324831	-2.893016	0.958277	0.486664
86	-3.324777	-2.916486	0.945252	0.479314
87	-3.325766	-2.893630	0.953607	0.479166
88	-3.321355	-2.908480	0.944785	0.503730
89	-3.325040	-2.899317	0.948625	0.503265
90	-3.326127	-2.915097	0.949715	0.501929
91	-3.327393	-2.877808	0.936741	0.462244
92	-3.332593	-2.885831	0.947743	0.451267
93	-3.328370	-2.915737	0.950389	0.473653
94	-3.330524	-2.893188	0.953970	0.461910
95	-3.329818	-2.892603	0.953555	0.503589
96	-3.328390	-2.898254	0.958692	0.504411
97	-3.331834	-2.891474	0.955267	0.462024
98	-3.329914	-2.900039	0.950389	0.489055
99	-3.331663	-2.903011	0.957239	0.488032
100	-3.335568	-2.895475	0.960197	0.468508
101	-3.333967	-2.892748	0.954800	0.502474
102	-3.338424	-2.876428	0.962792	0.473239
103	-3.335895	-2.897767	0.950649	0.498518
104	-3.337468	-2.894424	0.945615	0.489632
105	-3.341390	-2.884801	0.949455	0.492547
106	-3.341396	-2.897486	0.955060	0.485237
107	-3.338221	-2.890041	0.948158	0.486738
108	-3.341639	-2.910165	0.935911	0.467328
109	-3.343172	-2.886854	0.955527	0.484509
110	-3.338906	-2.895109	0.952413	0.463591
111	-3.346576	-2.895563	0.946705	0.482264
112	-3.344794	-2.850055	0.949766	0.478373
113	-3.344018	-2.879582	0.935340	0.503671
114	-3.339829	-2.889692	0.941152	0.480836
115	-3.346108	-2.877061	0.955267	0.455716
116	-3.347499	-2.893085	0.922211	0.497004
117	-3.351093	-2.881734	0.945511	0.479132
118	-3.349055	-2.900825	0.933160	0.472798
119	-3.349371	-2.881727	0.939128	0.460178
120	-3.348165	-2.885257	0.947691	0.484753
121	-3.349454	-2.855763	0.938972	0.475043
122	-3.351826	-2.879723	0.948988	0.491537
123	-3.350494	-2.861307	0.944888	0.466425
124	-3.354725	-2.890549	0.943072	0.482649
125	-3.351388	-2.881372	0.943228	0.503535
126	-3.353611	-2.879492	0.928023	0.481833
127	-3.350991	-2.880177	0.944888	0.499253
128	-3.354182	-2.881029	0.940010	0.473070
129	-3.354992	-2.883307	0.942190	0.498070
130	-3.353918	-2.867922	0.942034	0.495685
131	-3.359271	-2.869647	0.952413	0.502267
132	-3.352094	-2.857524	0.936793	0.494151
133	-3.357798	-2.892696	0.958121	0.468810
134	-3.358422	-2.879450	0.949507	0.510087
135	-3.360534	-2.888051	0.928697	0.505353
136	-3.363250	-2.857062	0.942294	0.474126
137	-3.360766	-2.870229	0.949818	0.479595
138	-3.357581	-2.877370	0.955631	0.478241
139	-3.361854	-2.874238	0.926674	0.485449
140	-3.363638	-2.839640	0.943435	0.478233
141	-3.360330	-2.851359	0.938454	0.475586
142	-3.358683	-2.867314	0.948832	0.470766
143	-3.360418	-2.849597	0.959159	0.480291
144	-3.362890	-2.862347	0.951220	0.460514
145	-3.363687	-2.844768	0.946238	0.503425
146	-3.366449	-2.848023	0.949559	0.473388
147	-3.364565	-2.875945	0.941879	0.482112
148	-3.364860	-2.847296	0.934458	0.517330
149	-3.361825	-2.903428	0.956201	0.499653
150	-3.363696	-2.855680	0.960560	0.473190
151	-3.365149	-2.866095	0.955008	0.488060
152	-3.366084	-2.860530	0.948625	0.449504
153	-3.364155	-2.872552	0.942501	0.494152
154	-3.369869	-2.866458	0.948417	0.501441
155	-3.366267	-2.873647	0.928490	0.491004
156	-3.366540	-2.874725	0.944058	0.508779
157	-3.367921	-2.851508	0.938972	0.491567
158	-3.367346	-2.867135	0.951583	0.478539
159	-3.369722	-2.868094	0.938246	0.480229
160	-3.370257	-2.844042	0.955579	0.485901
161	-3.371371	-2.839682	0.945044	0.494613
162	-3.369473	-2.853298	0.952517	0.479748
163	-3.371784	-2.826777	0.951220	0.482515
164	-3.371605	-2.845804	0.944629	0.476742
165	-3.371002	-2.874081	0.943799	0.455133
166	-3.371182	-2.867188	0.967981	0.492316
167	-3.374544	-2.826780	0.951946	0.477327
168	-3.369119	-2.860518	0.950493	0.482143
169	-3.373481	-2.856539	0.943902	0.477143
170	-3.375881	-2.867364	0.950597	0.454823
171	-3.372303	-2.859319	0.960612	0.497610
172	-3.372459	-2.848161	0.953036	0.468180
173	-3.377707	-2.867018	0.939284	0.497358
174	-3.374945	-2.864514	0.952984	0.473824
175	-3.374670	-2.867117	0.918059	0.480418
176	-3.374453	-2.842513	0.937519	0.490434
177	-3.377512	-2.865640	0.947691	0.490307
178	-3.376345	-2.866379	0.940737	0.477833
179	-3.374745	-2.846604	0.943902	0.470768
180	-3.375735	-2.846235	0.936897	0.471222
181	-3.376398	-2.860018	0.950182	0.476141
182	-3.375627	-2.846987	0.942190	0.496120
183	-3.374426	-2.844829	0.944888	0.473996
184	-3.376220	-2.878807	0.936482	0.487581
185	-3.377535	-2.830899	0.937883	0.514689
186	-3.380185	-2.855453	0.929891	0.513322
187	-3.374976	-2.843903	0.954541	0.474309
188	-3.377856	-2.838540	0.935599	0.469929
189	-3.379868	-2.861556	0.938972	0.490662
190	-3.378854	-2.826018	0.953710	0.472153
