Epoch	Train_Loss	Test_Loss	Image_AUROC	Pixel_AUROC
21	-3.195533	-2.917333	0.898236	0.480793
22	-3.205969	-2.759927	0.886975	0.468566
23	-3.207765	58.445170	0.908926	0.485631
24	-2.473676	-2.913207	0.930929	0.509078
25	-3.216660	-2.392160	0.935392	0.492747
26	-3.219065	-2.909174	0.947794	0.519739
27	-3.222968	-2.914110	0.917229	0.490342
28	-3.227064	-2.928087	0.926414	0.470709
29	-3.230410	-0.626036	0.932797	0.501682
30	-3.235059	-2.923404	0.941204	0.506483
31	-3.232294	-2.889756	0.950856	0.493540
32	-3.236873	-2.938847	0.911417	0.487312
33	-3.239490	-2.939767	0.939699	0.492429
34	-3.242803	-2.928198	0.927400	0.475234
35	-3.248995	-2.936226	0.907888	0.508771
36	-3.249068	-2.943171	0.919201	0.483199
37	-3.255211	-2.922029	0.920291	0.497792
38	-3.256015	-2.914608	0.921121	0.503494
39	-3.255071	-2.910873	0.947431	0.496092
40	-3.255512	-2.935661	0.927919	0.478953
41	-3.262729	-2.931757	0.928801	0.486768
42	-3.264972	-2.929382	0.938142	0.452699
43	-3.267670	-2.928290	0.949715	0.479362
44	-3.267227	-2.926109	0.925739	0.483073
45	-3.272170	-2.940166	0.936637	0.474043
46	-3.268515	-2.915549	0.924754	0.484136
47	-3.273644	-2.930534	0.936793	0.488966
48	-3.277232	-2.934208	0.926414	0.471129
49	-3.280198	-2.939466	0.938817	0.499258
50	-3.279292	-2.930629	0.946082	0.490184
51	-3.280355	-2.910972	0.947016	0.506807
52	-3.281320	-2.931191	0.951635	0.481158
53	-3.284178	-2.937501	0.944577	0.484143
54	-3.288110	-2.916904	0.934717	0.494131
55	-3.288442	-2.925286	0.939440	0.490539
56	-3.292222	-2.912300	0.936066	0.493675
57	-3.291253	-2.928746	0.923352	0.481115
58	-3.291595	-2.926060	0.943799	0.478544
59	-3.291971	-2.907424	0.938972	0.502990
60	-3.299128	-2.925406	0.959626	0.484120
61	-3.298087	-2.889040	0.935496	0.476123
