tag,nf_head,levels,train_reflect_pad,feat_pool,feat_norm,no_rotation,epoch,train_pixel_auroc,best_val_name,best_val_metric,holdout_best_pixel_auroc,holdout_best_pixel_ap,holdout_best_aupro,holdout_baseline_pixel_auroc,holdout_baseline_aupro
released,C:\Users\teo-s\Documents\GitHub\anomaly-v3\anomaly-detection-pesquisa\differnet\final_models\NF Head\glass-insulator\best_models\best_pixel_auroc.pt,"[0, 1, 2]",0,0,False,False,90,0.8725765799378569,pad112-reflect|tta=none|per_level_minmax|L=012|calib=none|s=4|m=0|img=max,0.9652121609020309,0.840817770785882,0.00043868773826128413,0.5149657803232544,0.8249566661325798,0.4908999577486171
