pad,pad_mode,tta,level,pixel_auroc,pixel_ap,pixel_f1
0,reflect,none,L1,0.7120482006666584,0.03398984262030987,0.08370456879933585
0,reflect,none,L2,0.8394142321595299,0.05069921187821682,0.10136523257779197
0,reflect,none,L3,0.8149976289289267,0.04001789313127159,0.08521209705184192
0,reflect,flips,L1,0.8229423538569641,0.04680459341396878,0.10568315653516243
0,reflect,flips,L2,0.8492208055628248,0.053680350253909,0.10406841227501498
0,reflect,flips,L3,0.8431734113641964,0.05189118012884788,0.10916860013669905
112,reflect,none,L1,0.7139362247861626,0.034289455171705806,0.0839567770442782
112,reflect,none,L2,0.8498712392254058,0.055188608675379384,0.10711112461175114
112,reflect,none,L3,0.8187922082140451,0.03966102511889474,0.08347780564634254
112,reflect,flips,L1,0.8251165545553998,0.04741325139739569,0.10662016394413612
112,reflect,flips,L2,0.8609227329421619,0.058764865514200286,0.11043015695803507
112,reflect,flips,L3,0.8461250756233417,0.05188084127683132,0.10628411223595527
