pad,pad_mode,tta,level,pixel_auroc,pixel_ap,pixel_f1
0,reflect,none,L1,0.7565668977940424,0.01287630456009711,0.02771331805340359
0,reflect,none,L2,0.7917261813920855,0.013859639793082421,0.029760611543673904
0,reflect,none,L3,0.8315082848696681,0.020733509008751067,0.050302712575255364
0,reflect,flips,L1,0.7588390376129307,0.013124519774958042,0.028162163173419307
0,reflect,flips,L2,0.8048916609862908,0.01460168785555523,0.03234556939897858
0,reflect,flips,L3,0.8660716974729641,0.026325388948672517,0.06118668633861313
112,reflect,none,L1,0.7632025117427326,0.01330873977266626,0.028756959612699553
112,reflect,none,L2,0.8136739112677648,0.016231202656048906,0.03529351500870812
112,reflect,none,L3,0.8330057802281585,0.021212307713367014,0.05149528099186707
112,reflect,flips,L1,0.7653433880486971,0.013545749612435548,0.02898573913520507
112,reflect,flips,L2,0.8271354045428526,0.01731239241472959,0.03900617013921816
112,reflect,flips,L3,0.8683342620282761,0.028353564130348695,0.06686022032899241
